,index,Premise 2,Conclusion,Premise 2_f1
18,29,"The repetitive pursing lips when inhaling and squinting your eyes to keep out smoke, when smoking can contribute to wrinkles.","The repetitive pursing lips when inhaling and squinting your eyes to keep out smoke, when smoking can contribute to wrinkles.",0.915945053100586
19,30,Hieroglyphic scripting is currently out-dated.,Early Egyptians’ writing system is currently out-dated.,0.987456738948822
20,33,The excavation of ground minimized the projectile impact of enemy’s artillery.,Soldiers minimized the projectile impact of enemy’s artillery.,0.9590884447097778
21,35,"If MC1R is active, it produces eumelanin and a person will have darker skin and hair.","If the gene responsible for determining hair color is active, it produces eumelanin and a person will have darker skin and hair.",0.9830049276351928
22,36,"The virus reproduces rapidly, the person’s immune system responds by producing HIV antibodies.","During the first few weeks after someone contracts HIV the virus reproduces rapidly, the person’s immune system responds by producing HIV antibodies.",0.973314106464386
23,37,Consuming too much sugar especially from sugar-sweetened drinks has been kinked to atherosclerosis.,"Consuming too much sugar especially from sugar-sweetened drinks has been kinked to a disease characterized by fatty, artery-clogging deposits.",1.0000001192092896
24,40,Your thoughts are your thoughts.,Your thoughts creates your behavior.,0.9284846186637878
25,41,I won't buy this lamp if it's too expensive,I won't buy this lamp,0.9186705946922302
26,44,All birds have feathers.,Robins have feathers.,0.9458281993865968
27,47,Growing a wide range of crops help the economic.,Farmers help the economic.,0.9518747329711914
28,53,Most U.S. Teens See mental illness as a Major Problem Among Their Peers,Most U.S. Teens See mental illness as a Major Problem Among Their Peers,0.9830816984176636
29,61,Taking care of oneself is closely interwoven with not being concerned with the welfare of the society ,Focusing on work is closely interwoven with not being concerned with the welfare of the society ,0.975207507610321
30,62,The narrowing of blood vessels decreases blood flow and makes skin paler.,Smoking decreases blood flow and makes skin paler.,0.9468825459480286
31,63,"When you look younger, you tend to have acne.",Vitamin C found in lemons may help you look younger,0.906055510044098
32,65,blow flow increases the risks of venous disorders,massage decreases the risks of venous disorders,0.9613358974456788
33,67,Preventing food from spoiling is one of the main causes of diarrhea,Vinegar inhibits food from spoiling,0.8745943307876587
34,70,the Italian Renaissance painter Michelangelo was one of the greatest painters,the Italian Renaissance painter Michelangelo is Considered by some the greatest artist of all time,0.8706684112548828
35,71,The International Shark Attack File describes shark attacks as unprovoked attacks.,The International Shark Attack File describes shark attacks as the person is alive when bitten.,0.99342542886734
36,72,Joint attention is a phenomenon which in babies can see an adult’s attention to something that interests them until both are engaging.,Babies can see an adult following their gaze and try to draw the adult’s attention to something that interests them by looking very quickly at the object of interest until both are engaging.,0.9159982204437256
37,78,You develop a sense of trust in him,Your child is more likely to make logical decisions when you develop a sense of trust in him,0.9233225584030152
38,82,There is no kind of marketing service in the world that would be suitable for small businesses,There is no kind of marketing service in the world that would be suitable for small businesses,0.976696252822876
39,85,students can use iPads to share visual lessons.,students can use iPads to learn better class materials.,0.9999998211860656
40,86,online booking gives you a quick and easy booking,Tourists prefer  a quick and easy booking,0.9149024486541748
41,90,my neighbors can hear every single word of what I say,my neighbors can hear every single word of what I say,0.9376934766769408
42,92,The smart use of Smartphone increases brain activity.,The smart use of Smartphone  helps the brain to stay active.,0.954774022102356
43,93,If you're not changing you’re not changing,If you’re not changing you’re not being intelligent,0.9579516053199768
44,94,The telogen period affects about 15% of all hairs at a time.,Telogen period affects about 15% of all hairs at a time.,0.8803291320800781
45,98,Sheikh Fazlollah contributed to the establishment of the Constitutional Revolution of Iran.,Sheikh Fazlollah contributed to the establishment of a parliament in Iran.,0.9611181616783142
46,99,It’s important to understand circadian rhythms that go into sleep during the day.,It’s important to understand during the day when the body feels more alert as well as the times of day the body wants sleep.,0.9663928151130676
47,105,early melting of snow results in greater flood risks,high temperatures result in greater flood risks,0.9717659950256348
48,106,People who spend most of their time with their children must consider quitting smoking,Babysitters must consider quitting smoking,0.993626356124878
49,107,sprawling multi-winged building designs are often avoided in favor of more centralized structures,sprawling multi-winged building designs are often avoided in favor of more centralized structures in low energy building designs,0.9332561492919922
50,109,Perforated dams prevent flooding.,Perforated dams prevent massive destruction to villages located on the downstream.,0.9609014987945556
51,110,People who are stressed out tend to have eating disorders,workers with long working hours tend to have eating disorders,0.906269371509552
52,111,There will be a decrease in the number of bookings if there’s a shortage of hot water inside the rooms,There will be a decrease in the number of bookings if there’s a shortage of hot water inside the rooms,0.9175142645835876
53,113,The presence of cracks decrease the beam stiffness.,Flexural loads decrease the beam stiffness.,0.9791725873947144
54,114,people who smoke can't enjoy the taste of foods anymore.,people who smoke can't enjoy the taste of foods anymore.,0.922335922718048
55,117,"my friend and I are going to see a musical play called ""Rent""","my friend and I are going to see a musical play named ""Rent""",0.8962896466255188
56,118,Interacting with other skyrockets your productivity,Interacting with other skyrockets your productivity,0.9119920134544371
57,120,populist waves often rise when security levels are low,populist waves often rise when security levels are low,0.9098900556564332
58,125,Digesting plays a massive role in well-functioning of our Digesting system.,Vegetables and fruits play a massive role in well-functioning of our Digesting system.,0.9749791622161864
59,128,Fossil fuels and anthropogenic activity actually has fundamentally caused climate change.,Fossil fuels and anthropogenic activity actually has fundamentally caused the global warming that all over the world are faced to.,0.9839616417884828
60,129,The water behind the dams generate electricity.,The water behind the dams generate electricity.,0.9431248903274536
61,131,Humans and chimpanzees are the same species.,Humans and chimpanzees are classified in a same category.,0.9466134905815125
62,136,Ginger may protect against alzheimer's disease.,Direct enhance in brain function may protect against alzheimer's disease.,0.9999999403953552
63,137,Japan is the second largest island in japan.,Mount Tomuraushi is in japan.,0.9281617403030396
64,140,Critical thinking can enhance learning outcomes.,Critical thinking can effectively enhance learning for students.,0.915245532989502
65,145,resistant insects warrant the development of a new pesticide,Pesticides warrant the development of a new pesticide,0.9157462120056152
66,146,"Unlike houses, apartment complexes have many amenities","Unlike houses, apartment complexes can contribute to a very convenient living arrangement",0.9627487063407898
67,149,Many marriages break up due to poverty,Many marriages break up due to poverty,0.9520710706710817
68,151,He wanted to choose bear as Smokey symbol.,He wanted to choose bear as Smokey symbol.,0.9348721504211426
69,152,"Inflammation of lungs develops cough with phlegm or pus, fever, chills, and difficulty breathing","Pneumonia  develops cough with phlegm or pus, fever, chills, and difficulty breathing",1.0
70,155,Your hippocampus allows you to recall everything from typing on your keyboard to your first-grade music recital.,"The largest part of the brain that accumulates these memories, placing each one in its proper place, allows you to recall everything from typing on your keyboard to your first-grade music recital.",0.9949343204498292
71,157,heating the water can lead to boiling,heating the water can lead to boiling,0.8941066265106201
72,2927,heating the water can lead to boiling,heating the water can lead to boiling,0.8941066265106201
73,159,Vitamin A will cause bad effects on your body.,"yellow, red and green (leafy) vegetables will cause bad effects on your body.",0.9698020219802856
74,163,Newspaper writers are supposed to be unbiased.,Newspaper writers are supposed to generate trust amongst the newspaper readers.,0.9739441871643066
75,164,Jhon prefer to paticipate in small classes.,Jhon prefer to paticipate in small classes.,0.897422730922699
76,166,The pure form of gold is gold.,The pure form of gold have led to its widespread use in the making of jewellery and art.,0.916532039642334
77,168,Some fish have high levels of mercury,Some fish are linked to brain developmental problems,0.9720086455345154
78,170,you are better-equipped to tackle any challenge you’ll ever face if you read,you are better-equipped  to tackle any challenge you’ll ever face if you read,0.9439938068389891
79,171,Tourism will be a driver of economic growth,Tourism will be a source of competitive advantage,0.9440653920173644
80,172,there is a high chance of Reza getting mugged tonight,there is a high chance of Reza getting mugged tonight,0.9122657179832458
81,175,It is the duty of the government to provide the necessary facilities for the attainment of a family.,It is the duty of the government to provide the necessary facilities for the attainment of establishment of a family. ,0.9784855842590332
82,176,the implications of the proposed changes include the loss of profit,the implications of the proposed changes pose serious dangers to the company,0.9660565853118896
83,177, peripheral artery disease is a disease that occurs in the arteries of the brain.,Smoking increases the risk of peripheral artery disease.,0.920437753200531
84,179,Pantothenic acid can help releasing energy from food.,chicken can help releasing energy from food.,0.9626581072807312
85,180,Tanzania has a rigid education system,Tanzania education system could not prepare its young generation to be successful,0.9695162177085876
86,181,Breathing around Yellow crazy ants' nest is so much painful and difficult.,Breathing around Yellow crazy ants's nest is so much painful and difficult.,0.9026025533676147
87,183,People who don't get enough nutrients are likely to get sick more often,People living in poverty are likely to get sick more often,0.9647453427314758
88,184,"In a conventional retail store, clerks are generally available to answer questions.","In a conventional retail store, clerks are generally available to help customers to choose better.",1.0
89,185,Prevalence of AIDS throughout many developing countries has resulted in the spread of HIV.,prevalence of AIDS throughout many developing countries has resulted an obligation for children to work,0.9411763548851012
90,187,Technological advancement has brought many great developments in culture.,technology has brought many great developments in culture.,0.8985683917999268
91,189,Copper offers far little resistance,Soft tempered copper offers far little resistance,0.8590744137763977
92,190,A professional degree is a degree in engineering or law., IBM employees should spend four years to complete a professional degree.,0.909940242767334
93,192,Antioxidants helps protecting your cells against free radicals.,Dark chocolate helps protecting your cells against free radicals.,0.9549134969711304
94,196,Alcoholism gives an individual an advanced tolerance to alcohol,Alcoholism means that an individual is able to consume more alcohol,0.9469130635261536
95,198,Tourism increases the population of the country.,Tourism can gradually destroy the environmental resources.,0.9145797491073608
96,200,Heat and pressure is from sun's energy which warms the surface by sunshine.,The wind energy power is from sun's energy which warms the surface by sunshine.,0.9623583555221558
97,203,Chicago is the seat of local government in Cook County,Chicago is the seat of local government in cook county,0.9664828777313232
98,208,penguin colonies lives in a critical situation in Antarctica.,penguin colonies lives are in a critical situation in Antarctica.,0.9194384217262268
99,209,Group spirit is associated with creating life long connections,The close proximity of apartment life is associated with creating life long connections,0.9582275748252868
100,210,Research the market,It is easier to perfect your product if you research the market,0.8838263750076294
101,211,Hurricanes can bring about floods,Hurricanes can bring about a lot of floods,0.9090783596038818
102,213,Long-term depression can lead to feelings of emptiness,Most women suffer from long-term depression after an abortion,0.9087839126586914
103,214,Borderline Personality Disorder often causes feelings of loneliness,Borderline Personality Disorder often  contributes to intense No conclusionnoia,0.9462785124778748
104,218,"If you want to attrack Rose-Breasted Grosbeak to your yard, you should consider posting several feeders in order to alleviate congestion and encourage it to come in for seed.","If you want to attrack Rose-Breasted Grosbeak to your yard, you should consider posting several feeders in order to alleviate congestion and encourage it to come in for seed.",0.9548889398574828
105,226,eggs arerich in nutrients relative to their calorie content.,Whole eggs arerich in nutrients relative to their calorie content. ,0.9221806526184082
106,229,Mahatma Gandhi led the Quit India movement.,Mahatma Gandhi brought an end to the British colonial rule in India.,0.935448169708252
107,231,Research shows that sunlight lowers levels of nitric oxide,Research shows that sunlight is associated with lower blood pressure,0.9662439227104188
108,232,Burning calories helps to lose weight.,Burning calories helps prevent excess weight gain or help maintain weight loss.,0.9214218854904176
109,233,Sea caves are made because certain rock beds lack enough natural defenses,Sea caves are made because certain rock beds areas of weakness are different from those of the surrounding rock beds,0.9244332313537598
110,236,Job satisfaction improves the quality of life.,Learning a new language improves the quality of life.,0.9617665410041808
111,237,Avoid the sun between 10 a.m. and 4 p.m..,Avoid the sun between 10 a.m. and 4 p.m.,0.8984360694885254
112,239,Hard drives have a high amount of storage,Hard drives ease the accessibility,0.928990364074707
113,241,Image processing provides reliable assessment in regard with structural damage.,Image processing provides reliable assessment in regard with locating micro cracks on materials.,0.8654397130012512
114,245,Working in a job that fits your personality is important,"You tend to be most productive, when working in a job that fits your personality",0.962663471698761
115,247,Rainforest lumina is an attraction with night time experiences.,Rainforest lumina is an attraction with more growth in the future.,0.9482266306877136
116,248,mantle plumes are hypothesized to have large-scale melting,mantle plumes are hypothesized to bring about large-volume melting,0.9137319326400756
117,252,"Vitamin D is derived from orange juice, soy milk and cereals.",People who go on a diet can meet their vitamin D needs from fortified foods.,0.9314408898353576
118,254,It is possible that I have type 1 diabetes,It is possible that I have type 1 diabetes,0.865294873714447
119,256,Plants minimize damage to the ecosystems.,Ebooks minimize damage to the ecosystems.,0.9502437114715576
120,260,Joker injected a corrosive agent into the commissioner.,Joker killed the commissioner instantly.,0.9385409355163574
121,261,introducing new and highly targeted customers helps to increase brand awareness.,Social media is a natural place that helps to increase brand awareness.,0.9649142026901244
122,262,"Manufacturers may have most of their equipment – tanks, pressure vessels, chemical reactors, pumps and piping – outdoors and operated from control rooms","Factories manufacturing chemicals may have most of their equipment – tanks, pressure vessels, chemical reactors, pumps and piping – outdoors and operated from control rooms",0.9834169149398804
123,263,Procrastination is rooted in that we will actually sacrifice or trade off other needs to meet that need.,Procrastination is rooted in that all of us have to be seen by ourselves and others as capable and competent and and we will actually sacrifice or trade off other needs to meet that need.,0.9141539931297302
124,264,Stigma plays the role in reproduction of flowers.,Wind plays the role in reproduction of flowers.,0.951353132724762
125,269,Prolong high-sugar consumption increases resistance to insulin.,Prolong high-sugar consumption causes blood sugar levels to rise and strongly increases your risk of diabetes.,0.9909059405326844
126,270,Overexposure to sunlight is the reaction of sunlight with pollutants from vehicle emissions.,"The reaction of sunlight with pollutants from vehicle emissions, is one of the main pollutans.",0.9284385442733764
127,273,more jobs are available for writers and designers,"with the rise of connectivity, there are more jobs available for writers and designers",0.9001232981681824
128,275,"When a person's skin become yellow, it is a sign that their liver is not operating normally.","When a person's skin become yellow, it is a sign that getting to hepatitis.",0.9902632236480712
129,280,The Natufians have different settlement patterns.,The Natufians are unique case of study.,0.9595643877983092
130,281,"At the most basic level, monetary policy involves regulating the currency of a country","At the most basic level, monetary policy involves whether a fiat currency or a gold-backed currency",0.9561185836791992
131,282,"During the rush hour, the number of cars is at its maximum",traffic fumes increase during the rush hour,0.9606512188911438
132,287,Fat lowers the GI of a food.,Chocolate lowers the GI of a food.,1.0
133,292, joe drinks tea,I get uncomfortable when joe drinks tea,0.9147160649299622
134,293,"Folic acid reduces the risk of central neural tube defects, such as spina bifida, in unborn babies.","brussels sprouts reduces the risk of central neural tube defects, such as spina bifida, in unborn babies.",0.992970883846283
135,294,"Bachelard is the movement within architecture that began in the 1950s, reaching a wide audience in the late 1970s and 1980s, and continuing until today","the movement within architecture that began in the 1950s, reaching a wide audience in the late 1970s and 1980s, and continuing until today Architectural phenomenology focuses on human experience, background, intention and historical reflection, interpretation as well as poetic and ethical considerations with authors such as Gaston Bachelard",0.96908700466156
136,295,"Narcissistic personality disorder is an inflated sense of their own importance, a deep need for excessive attention and admiration, and a lack of empathy for others.",Narcissistic personality disorder troubles one's relation with his surrounding society.,0.9727526307106018
137,296,Calcium is needed to prevent blood clots forming in arteries,Calcium is needed to prevent losing a big amount of blood with a small wound,0.938049614429474
138,298,public universities offer online courses.,public universities  help people to become wiser.,0.9512897729873656
139,299,Cell phone is a cell phone.,poor people don't have enough money to buy cell phone.,0.9132651090621948
140,300,Respiration from plants releases carbon dioxide.,Respiration from plants contributes to air pollution.,0.9604641795158386
141,301,Peter Parker is a member of the Spider-family.,Peter Parker intends to save his relatives from possible threats conducted by villains.,0.9091760516166688
142,303, relaxation techniques usually suggest relaxation techniques.,doctors probably suggest relaxation techniques to manage shortness of breath.,0.8841372132301331
143,304,Violence leads to violence,Economic inequality encourages violence ,0.8475168347358704
144,305,The scarcity of fresh water and the diminution of fertile lands will lead to rising food prices,The scarcity of fresh water and the diminution of fertile lands will hit the poorest,0.9858460426330566
145,307,serious  eco-friendly steps taken by the government include protecting the environment.,serious  eco-friendly steps taken by the government have significant influences on the future of our children.,0.9232389330863952
146,309,When the fight or flight response is triggered we may feel less capable of coping,When the fight or flight response is triggered we may feel less capable of coping,0.9384773969650269
147,310,Global climate change causes longer periods of drought in some regions.,The balance between energy entering and leaving the planet’s system causes longer periods of drought in some regions.c,0.9924660325050354
148,311,"Learning a new language can lead to higher scores on standardized exams in math, reading comprehension and vocabulary.","Performance improvement in  academic areas include higher scores on standardized exams in math, reading comprehension and vocabulary.",0.9742010831832886
149,313,Eases anxiety about life and death.,eliminating of negative self-talk eases anxiety about life and death.,0.9651800990104676
150,314,Grapes are loaded with antioxidants.,Grapes are loaded with are linked to a reduced risk of cardiovascular disease.,0.9999999403953552
151,316,Sunlight shouldn't be completely shaded by the flowers in order to produce food.,Daffodils shouldn't be completely shaded by the flowers in order to produce food.,0.9196234345436096
152,318,"Control insects, diseases and weeds is important for growing high-yielding, quality crops and pasture.","Spraying agricultural chemicals is important for growing high-yielding, quality crops and pasture.",0.9903679490089417
153,320,The warmness of the water can result in killing fishes and ocean plant life.,changing ocean current can result in killing fishes and ocean plant life.,0.9605370163917542
154,322,oman economics is growing. ,oman economics is growing. ,0.8434275984764099
155,323,presidential democracy requires the removal of members of the legislative branch,presidential democracy provides some measure of seNo conclusiontion of powers,0.9269299507141112
156,324,the number of fundamentalists has enormously increased in the world,the number of fundamentalists has enormously increased in the world,0.966908037662506
157,327, mountain glaciers and rivers are going to be disappeared.,"In recent decades, mountain glaciers and rivers are going to be disappeared.",0.9289531707763672
158,328,Proposed prophet Muhammad made a huge impact on Sufism.,Rumi made a huge impact on Sufism.,0.9336170554161072
159,332,The sound balance between positively charged and negatively charged ions enables the nerve cells to send messages and the muscle cells to contract.,Sodium together with sodium and bicarbonate enables the nerve cells to send messages and the muscle cells to contract.,0.9617819786071776
160,333,Less land will cost you less money,A green building will cost you less money,0.9163951277732848
161,336,Polymer is a long molecule made of smaller molecules joined together.,"Latex is a complex, sticky mixture made of a long molecule made of smaller molecules joined together.",0.9854363799095154
162,337,countries located in south america have warmer climates,countries located in south america would be in the list of my ideal holiday destinations,0.9537723064422609
163,338,freelance work is part of the job,freelance work is not overwhelming,0.9187142252922058
164,342,mountain animals have thicker fur and fatter skin compared to others.,beras and goats  have thicker fur and fatter skin compared to others.,0.9999998807907104
165,343,"When rubbish is produced, governments have to find new locations for landfills","In Europe, governments have to find new locations for landfills because of the construction industry",0.9449918866157532
166,345,"The works which respect and help all people no matter what race, gender or age they have.","Noble prize is given to works which respect and help all people no matter what race, gender or age they have.",0.9546103477478028
167,346,Sleep deprivation weakens the ability of emotion processing.,Sleep deprivation weakens the ability of emotion processing.,0.9293541312217712
168,349,People with illusion thoughts and often so called order halluciations are more likely than average to commit violent acts.,"Patients with No conclusionnoid schizophrenia, are more likely than average to commit violent acts.",0.9937413930892944
169,351,Less communicative quarrels in partners.,"When there is an arranged marriage, then there are fewer communicative quarrels in partners.",0.9390313625335692
170,357,Green House Gases are evidence of climate change.,Green House Gases are destructive to our naural environment.,0.9236006736755372
171,358,"When you have a big family, you have to be independent","When you have a big family, Forget perfection",0.9653047919273376
172,360,many young people try hard to get their and other's rights  as well.,many young people try hard to get their and other's rights  as use of the Internet spread throughout society.,0.9283803701400756
173,366,Producing flippable USB is expensive.,Producing flippable USB is not welcomed by companies.,0.98041969537735
174,367, acid rain is extremely dangerous for our forests,exhausts coming out of diesel vehicles are extremely dangerous for our forests,1.0
175,368,Jack had so much work and no fun that he quit.,Jack’s mental state was deteriorated.,0.9101905226707458
176,370,Sleep deprivation can help our body relaxation.,having a regular bedtime schedule can help our body relaxation.,0.936733901500702
177,372,The cold joint between the two batches is called a cold jointbetween the two layers,Any interruption in pouring the concrete can give rise to the formation of a horizontal plane of weakness called a cold joint between the two batches,0.8637803196907043
178,373,Customers can browse the menu without feeling rushed by lines,"When customers can browse the menu without feeling rushed by lines,they're likely to order more",0.937532901763916
179,374,Riding a car under the influence of alcohol or drugs could be dangerous. ,Riding a car under the influence of alcohol or drugs  could endanger other people or property ,0.9683572053909302
180,376,the exchange of obligations between two or more partiesmust be carefully considered,"the exchange of sets of obligations between two or more parties,must be carefully considered",0.8844668865203857
181,377,Alzheimer disease is a devastating condition that causes memory loss and negatively affects thinking and behavior.,Oxidative stress  is a devastating condition that causes memory loss and negatively affects thinking and behavior.,0.9894753098487854
182,379, irregular sleep increases stress levels,consuming too much coffee increases stress levels,0.951938807964325
183,380,Stressing and Improves Health.,"Decrease in levels of cortisol in your body, Lowers Stress and Improves Health.",0.9420408606529236
184,381,small firms provide better customer service than bigger companies,small firms provide better customer service than bigger companies,0.9375959634780884
185,382,Cooking increases the temperature of foods.,Cooking chemically alters food’s nature.,0.9272912740707396
186,383,Depression can lead to depression,Common effects of divorce in children can lead to depression,0.9361778497695924
187,384,Reduction of heat reduces your electricity bill,Foliage from tress reduces your electricity bill,0.961121141910553
188,386,Vitamin D increases the efficiency of bones.,Vitamin D increases the efficiency of mineralized the bones in the body.,0.9421105980873108
189,393,difficult people aren’t capable of making healthy relationships,narcissists aren’t capable of making healthy relationships,0.8919510841369629
190,394,"When you eat junk food, you tend to overeat",your brain sends you messages to eat more when you eat junk food,0.8984888195991516
191,395,An organ which identify male and female parts in Orchids flowers is called the orchid column.,An organ which identify male and female parts in Orchids flowers is the most important quality that identifies the orchid family.,0.960658311843872
192,397,Developing new technologies will be vital to global economy,"AI, AR, VR, and blockchain will be vital to global economy",0.90494304895401
193,398,The natural barrier to wet surfaces exceeds the risk of slipping.,Mopping floor exceeds the risk of slipping.,0.9593676328659058
194,399,Peter Alexeyevich proclaimed the independence of Russia.,Peter Alexeyevich led to the ultural upsurge in the territory.,0.967864453792572
195,400,people with blurry vision usually have blurry vision,people with hyperopia usually have blurry vision,0.8851115703582764
196,402,Excess sodium intake also has links to excessive fluid retention.,"Excess sodium intake also has links to an excessive buildup of fluid in the circulatory system, body tissues, or cavities in the body.",0.988904595375061
197,405,Turism boosts our economy and enriches our businesses.,Providing jobs where they're needed most  boosts our economy and enriches our businesses.,1.0
198,406,Formic acid is an ant ant species' antibacterial agent.,"Humans use an No conclusionitating chemical present in the sprayed venom of some ant species and in the secretion released from some stinging nettles as a food preservative, since it's an antibacterial substance.",0.888893723487854
199,407,Pruning fruit trees increases sunlight penetration and increase air movement.,Pruning fruit trees is required to maintain the quality of fruit.,0.9839529395103456
200,408,Pottery are made of porous pure clay.,Roman Pottery were made of porous pure clay.,0.9193468689918518
201,410,china and thailand share similar interests,china and thailand have close partnerships,0.9553397297859192
202,412,Tourism is the factor that has saved many historical sites from destruction,Tourism is the factor that has saved many historical sites from destruction,0.933437705039978
203,413,Large amounts of fortified foods contain vitamin D.,large amounts of fortified foods can weaken the bones and damage the kidneys and the heart.,0.9009488821029664
204,414,engineers use gravitational pull as a renewable resource,engineers use gravitational pull as a renewable resource for tidal energy,0.8772534132003784
205,415,Pomegranate juice is an excellent defender against oxidative damage.,Pomegranate juice is an excellent defender against oxidative damage.,0.9229840040206908
206,420,Creative economy should be one of the focuses in EU's global strategy,Creative economy should be one of the focuses in EU's global strategy,0.8577945828437805
207,421,People low in openness tend to stick to their habits.,People low in openness are usually neat freaks.,0.9920151829719543
208,425,Touching another person is one of the most common gestures.,Touching another person is reserved for people who know each other very well.,0.938124179840088
209,428,Having proper insurance coverage can provide peace of mind for you and your loved ones,Financial planning can provide peace of mind for you and your loved ones,0.9773346781730652
210,430,Women who have had abortions are often lonely,Women who have had abortions could suffer from great stress,0.8843957781791687
211,433,Cleisthenes’ principal was the autocrat.,Cleisthenes’ principal weakened the family and clan structures in Athens.,0.937520146369934
212,437,"The top status occupations are lawyers, professors and clegry.","In the U.S.A, the top status occupations are lawyers, professors and clegry.",0.8671064376831055
213,439,this grade of wool has lower processing,this grade of wool enables us to lower the sales price,0.961431622505188
214,441,River banks’ territories are rich in plant matter.,River banks’ territories are perfect for cultivating.,0.905935287475586
215,442,defensive pessimists use their negative expectations to set unrealistic goals,defensive pessimists use their negative expectations to you feel prepared and be more in control over outcomes,0.95666241645813
216,444,Mud and cow dung been suggested that the manure residue from biogas production could be used instead of sawdust to make fibreboard.,Mud and cow dung been suggested that the manure residue from biogas production could be used instead of sawdust to make furniture and floors in homes.,1.0000001192092896
217,445,Carnosic acid possesses antioxidative and antimicrobial properties.,Rosemary contains an ingredient that possesses antioxidative and antimicrobial properties. ,1.000000238418579
218,446,Consuming the Mediterranean diet helps keep your blood sugar levels even,Consuming the Mediterranean diet helps keep your blood sugar levels even,0.8722123503684998
219,448,Individuals convicted of reckless driving will face higher tax rates,Individuals convicted of reckless driving will face higher tax rates,0.96724534034729
220,452,Caffeine blocks an inhibitory neurotransmitter,What green tea does in the brain is to block an inhibitory neurotransmitter,0.9436823129653932
221,453,Stressing out prevents us from falling asleep.,Getting worked up with anxiety or envy from what we see on social media prevents us from falling asleep.,0.9093248844146729
222,455,operators provide scheduled services for Passenger transport,operators provide scheduled services for Passenger transport,0.9485571384429932
223,456,Less friction at home can result in less anxious children,Arranged marriages can result in less anxious children,0.9218807220458984
224,457,The foundation of learning happens in a group environment,For many children the foundation of learning happens in preschool,0.9363173246383668
225,458,Nowruz is a political organization.,Nowruz keep our integrity as a people.,0.9052442908287048
226,462,Shy children might benefit from direct communication,Shy children might benefit from online chatting,0.9385274052619934
227,465,Climate change is less likely to crops destruction.,Indoor vertical farms are less likely to crops destruction.,0.8807837963104248
228,467,the company risks the lives of sea animals by releasing toxic chemicals into the sea,the company risks the lives of sea animals by throwing its chemical waste in it,0.9402974247932434
229,468,People with extravert love what they are doing for a living,People with extravert love what they are doing for a living,0.9081088304519652
230,469,Disconnection of the power source annihilated the risk of electrifying in the area.,The technician annihilated the risk of electrifying in the area.,0.9862939715385436
231,472,Developing new products requires a lot of capital,Small businesses can sometimes find it difficult to develop new products,0.943379282951355
232,473,"Apart from major fast food chains, some airport restaurants serve special food","Apart from major fast food chains, some airport restaurants provide the opportunity to sample local food or culture without leaving the airport",0.9540374279022216
233,475,People with bipolar disorder tend  to intense anxiety and No conclusionitability.,people with bipolar disorder  tend  to intense anxiety and No conclusionitability.,0.8714221715927124
234,477,Deep sleep seems to reduce anxiety,Deep sleep seems to contribute to a better health,0.9633450508117676
