,index,Premise 2,Conclusion,Premise 2_f1
75,164,Jhon prefer to paticipate in small classes.,Jhon prefer to paticipate in small classes.,0.897422730922699
76,166,The pure form of gold have led to its widespread use in the making of jewellery and art.,The pure form of gold have led to its widespread use in the making of jewellery and art.,0.8871193528175354
77,168,Some fish have high levels of mercury,Some fish are linked to brain developmental problems,0.9720087647438048
78,170,you are better-equipped  to tackle any challenge you’ll ever face,you are better-equipped  to tackle any challenge you’ll ever face if you read,0.9466233253479004
79,171,Tourism will bring about economic growth,Tourism will be a source of competitive advantage,0.920730710029602
80,172,there is a high chance of Reza getting mugged tonight,there is a high chance of Reza getting mugged tonight,0.9122657775878906
81,175,It is the duty of the government to provide the necessary facilities for the attainment of a family.,It is the duty of the government to provide the necessary facilities for the attainment of establishment of a family. ,0.9784855246543884
82,176,the implications of the proposed changes are serious dangers to the company,the implications of the proposed changes pose serious dangers to the company,0.9216227531433104
83,177,Reduction of blood flow increases the risk of peripheral artery disease.,Smoking increases the risk of peripheral artery disease.,0.9078848361968994
84,179,Panthenic acid can help releasing energy from food.,chicken can help releasing energy from food.,0.9549517035484314
85,180,Tanzania education system could not prepare its young generation to be successful,Tanzania education system could not prepare its young generation to be successful,0.9236536622047424
86,181,Breathing around Yellow crazy ants' nest is so much painful and difficult.,Breathing around Yellow crazy ants's nest is so much painful and difficult.,0.9026025533676147
87,183,People who lack proper nutrition are likely to get sick more often,People living in poverty are likely to get sick more often,0.9431647658348083
88,184,"In a conventional retail store, clerks are generally available to help customers to choose their products.","In a conventional retail store, clerks are generally available to help customers to choose better.",0.9666883945465088
89,185,prevalence of AIDS throughout many developing countries has resulted an obligation for children to work,prevalence of AIDS throughout many developing countries has resulted an obligation for children to work,0.9451371431350708
90,187,technology has brought many great developments in culture.,technology has brought many great developments in culture.,0.8909169435501099
91,189, corrosion offers far little resistance,Soft tempered copper offers far little resistance,0.8929404616355896
92,190,IBM employees should spend four years to complete a professional degree., IBM employees should spend four years to complete a professional degree.,0.8957854509353638
93,192,Antioxidants helps protecting your cells against free radicals.,Dark chocolate helps protecting your cells against free radicals.,0.9549134373664856
94,196,Alcoholism increases the appetite of an individual,Alcoholism means that an individual is able to consume more alcohol,0.9115263223648072
95,198,Tourism can lead to the loss of biodiversity.,Tourism can gradually destroy the environmental resources.,0.9399608969688416
96,200,Sunlight warms the surface by sunshine.,The wind energy power is from sun's energy which warms the surface by sunshine.,0.906200349330902
97,203,Chicago is the capital of Cook county,Chicago is the seat of local government in cook county,0.9744999408721924
98,208,penguin colonies are in a critical situation in Antarctica.,penguin colonies lives are in a critical situation in Antarctica.,0.9263105392456056
99,209,Creating long connections is associated with creating life long connections,The close proximity of apartment life is associated with creating life long connections,0.9314255714416504
100,210,It is easier to perfect your product if you research the market,It is easier to perfect your product if you research the market,0.9142820239067078
101,211,Hurricanes bring about a lot of flooding,Hurricanes can bring about a lot of floods,0.9308464527130128
102,213,Most women suffer from long-term depression after an abortion,Most women suffer from long-term depression after an abortion,0.895867109298706
103,214,Borderline Personality Disorder often causes anxiety,Borderline Personality Disorder often  contributes to intense No conclusionnoia,0.936854362487793
104,218,"If you want to attrack Rose-Breasted Grosbeak to your yard, you should consider posting several feeders in order to alleviate congestion and encourage it to grow.","If you want to attrack Rose-Breasted Grosbeak to your yard, you should consider posting several feeders in order to alleviate congestion and encourage it to come in for seed.",0.9422176480293274
105,226,Infants relative to their calorie content.,Whole eggs arerich in nutrients relative to their calorie content. ,0.903371274471283
106,229,Mahatma Gandhi became the leader of the Indian independence movement.,Mahatma Gandhi brought an end to the British colonial rule in India.,0.955296754837036
107,231,Research shows that sunlight increases nitric oxide,Research shows that sunlight is associated with lower blood pressure,0.95793616771698
108,232,Burning calories helps reduce body fat.,Burning calories helps prevent excess weight gain or help maintain weight loss.,0.9123085737228394
109,233,Sea caves are made because certain rock beds have different angles,Sea caves are made because certain rock beds areas of weakness are different from those of the surrounding rock beds,0.936392605304718
110,236,Increased productivity improves the quality of life.,Learning a new language improves the quality of life.,0.9608156085014344
111,237,Avoid the sun's rays when they are strongest.,Avoid the sun between 10 a.m. and 4 p.m.,0.9610708355903624
112,239,Hard drives are great storage,Hard drives ease the accessibility,0.9238172769546508
113,241,Image processing provides reliable assessment in regard with locating micro cracks on materials.,Image processing provides reliable assessment in regard with locating micro cracks on materials.,0.8599954843521118
114,245,"You tend to be most productive, when working in a job that fits your personality","You tend to be most productive, when working in a job that fits your personality",0.9360628128051758
115,247,Rainforest lumina is an attraction with more trees.,Rainforest lumina is an attraction with more growth in the future.,0.905685305595398
116,248,mantle plumes are hypothesized to bring about large-volume melting,mantle plumes are hypothesized to bring about large-volume melting,0.9070305228233336
117,252,People who go on a diet can meet their vitamin D needs from fortified foods.,People who go on a diet can meet their vitamin D needs from fortified foods.,0.8978838920593262
118,254,It is possible that I have type 1 diabetes,It is possible that I have type 1 diabetes,0.8652948141098022
119,256,Tree cutting minimizes damage to the ecosystems.,Ebooks minimize damage to the ecosystems.,0.9640015363693236
120,260,Joker introduced arsenic in the beverage.,Joker killed the commissioner instantly.,0.9036369323730468
121,261,Social media helps to increase brand awareness.,Social media is a natural place that helps to increase brand awareness.,0.9302812814712524
122,262,"Companies may have most of their equipment – tanks, pressure vessels, chemical reactors, pumps and piping – outdoors and operated from control rooms","Factories manufacturing chemicals may have most of their equipment – tanks, pressure vessels, chemical reactors, pumps and piping – outdoors and operated from control rooms",0.9866151809692384
123,263,Procrastination is rooted in lack of self-awareness.,Procrastination is rooted in that all of us have to be seen by ourselves and others as capable and competent and and we will actually sacrifice or trade off other needs to meet that need.,0.9507922530174256
124,264,The stigma plays the role in reproduction of flowers.,Wind plays the role in reproduction of flowers.,0.9548501968383788
125,269,Prolong high-sugar consumption increases insulin resistance.,Prolong high-sugar consumption causes blood sugar levels to rise and strongly increases your risk of diabetes.,0.9819610118865968
126,270,Ozone is the reaction of sunlight with pollutants from vehicle emissions.,"The reaction of sunlight with pollutants from vehicle emissions, is one of the main pollutans.",0.9487181305885316
127,273,there are more jobs available for writers and designers,"with the rise of connectivity, there are more jobs available for writers and designers",0.8987411856651306
128,275,"When a person's skin become yellow, it is a sign that they are infected with HIV.","When a person's skin become yellow, it is a sign that getting to hepatitis.",0.9499068260192872
129,280,The Natufians are unique case of study.,The Natufians are unique case of study.,0.9091179966926576
130,281,"At the most basic level, monetary policy involves whether a currency is a fiat currency or a gold-backed currency","At the most basic level, monetary policy involves whether a fiat currency or a gold-backed currency",0.9338229298591614
131,282,during rush hour,traffic fumes increase during the rush hour,0.9255116581916808
132,287,Lecithin lowers the GI of a food.,Chocolate lowers the GI of a food.,0.947511613368988
133,292,I get uncomfortable when joe drinks tea,I get uncomfortable when joe drinks tea,0.9207637906074524
134,293,"Fat acid reduces the risk of central neural tube defects, such as spina bifida, in unborn babies.","brussels sprouts reduces the risk of central neural tube defects, such as spina bifida, in unborn babies.",0.9806926250457764
135,294,"the movement within architecture that began in the 1950s, reaching a wide audience in the late 1970s and 1980s, and continuing until today","the movement within architecture that began in the 1950s, reaching a wide audience in the late 1970s and 1980s, and continuing until today Architectural phenomenology focuses on human experience, background, intention and historical reflection, interpretation as well as poetic and ethical considerations with authors such as Gaston Bachelard",0.9713526368141174
136,295,Narcissistic personality disorder is one of the main causes of narcissistic personality disorder.,Narcissistic personality disorder troubles one's relation with his surrounding society.,0.8798902034759521
137,296,Calcium is needed to prevent clotting,Calcium is needed to prevent losing a big amount of blood with a small wound,0.9155757427215576
138,298,public universities are places where you can learn about education.,public universities  help people to become wiser.,0.8907445073127747
139,299,poor people don't have enough money to buy cell phone.,poor people don't have enough money to buy cell phone.,0.9088784456253052
140,300,Respiration from plants releases CO2 into the atmosphere.,Respiration from plants contributes to air pollution.,0.9551595449447632
141,301,Peter Parker intends to protect his relatives from possible threats conducted by villains.,Peter Parker intends to save his relatives from possible threats conducted by villains.,0.8835971355438232
142,303,doctors probably suggest relaxation techniques to manage stress.,doctors probably suggest relaxation techniques to manage shortness of breath.,0.9358713030815125
143,304,Economic inequality encourages rivalry,Economic inequality encourages violence ,0.8905307650566101
144,305,The scarcity of fresh water and the diminution of fertile lands will lead to climate change,The scarcity of fresh water and the diminution of fertile lands will hit the poorest,0.9591530561447144
145,307,serious  eco-friendly steps taken by the government include protecting nature.,serious  eco-friendly steps taken by the government have significant influences on the future of our children.,0.9161049127578736
146,309,When the fight or flight response is triggered our brains are overloaded,When the fight or flight response is triggered we may feel less capable of coping,0.930988907814026
147,310,Drought causes longer periods of drought in some regions.,The balance between energy entering and leaving the planet’s system causes longer periods of drought in some regions.c,0.9599602222442628
148,311,"The results of proper education include higher scores on standardized exams in math, reading comprehension and vocabulary.","Performance improvement in  academic areas include higher scores on standardized exams in math, reading comprehension and vocabulary.",0.9642133116722108
149,313,Self-confidence eases anxiety about life and death.,eliminating of negative self-talk eases anxiety about life and death.,0.9792237877845764
150,314,Grapes are loaded with antioxidants.,Grapes are loaded with are linked to a reduced risk of cardiovascular disease.,0.9999999403953552
151,316,Daffodils shouldn't be completely shaded by the flowers.,Daffodils shouldn't be completely shaded by the flowers in order to produce food.,0.9187324047088624
152,318,"Control insects, diseases and weeds is important for growing high-yielding, quality crops and pasture.","Spraying agricultural chemicals is important for growing high-yielding, quality crops and pasture.",0.9903680086135864
153,320,Climate change can result in killing fishes and ocean plant life.,changing ocean current can result in killing fishes and ocean plant life.,0.933737814426422
154,322,oman economics is growing. ,oman economics is growing. ,0.8434274792671204
155,323,presidential democracy provides some measure of independence,presidential democracy provides some measure of seNo conclusiontion of powers,0.8753306269645691
156,324,the number of fundamentalists has enormously increased in the world,the number of fundamentalists has enormously increased in the world,0.966908037662506
157,327,mountain glaciers and rivers are going to be disappeared.,"In recent decades, mountain glaciers and rivers are going to be disappeared.",0.9289531707763672
158,328,The rise of Imam made a huge impact on Sufism.,Rumi made a huge impact on Sufism.,0.9593569040298462
159,332,The nerve cells to send messages and the muscle cells to contract.,Sodium together with sodium and bicarbonate enables the nerve cells to send messages and the muscle cells to contract.,0.903924822807312
160,333,Green building will cost you less money,A green building will cost you less money,0.9125301241874696
161,336,Polymer is a long molecule made of smaller molecules joined together.,"Latex is a complex, sticky mixture made of a long molecule made of smaller molecules joined together.",0.9854363799095154
162,337,countries located in south america have higher temperatures,countries located in south america would be in the list of my ideal holiday destinations,0.9416678547859192
163,338,freelance work is not overwhelming,freelance work is not overwhelming,0.921923279762268
164,342,people have thicker fur and fatter skin compared to others.,beras and goats  have thicker fur and fatter skin compared to others.,0.969348967075348
165,343,Landfills because of the construction industry,"In Europe, governments have to find new locations for landfills because of the construction industry",0.8853710889816284
166,345,Promoting mankind promotes the best interests of mankind.,"Noble prize is given to works which respect and help all people no matter what race, gender or age they have.",0.8658470511436462
167,346,Sleep deprivation weakens the ability of the prefrontal cortex.,Sleep deprivation weakens the ability of emotion processing.,0.9662708640098572
168,349,People with No conclusionnoid schizophrenia have difficulty controlling their emotions.,"Patients with No conclusionnoid schizophrenia, are more likely than average to commit violent acts.",0.8480308055877686
169,351,When there are fewer communicative quarrels in partners.,"When there is an arranged marriage, then there are fewer communicative quarrels in partners.",0.9377515912055968
170,357,Green House Gases are a set of greenhouse gases.,Green House Gases are destructive to our naural environment.,0.905305564403534
171,358,"When you have a big family, you tend to be more independent","When you have a big family, Forget perfection",0.9402588605880736
172,360,many young people try hard to get their and other's rights  as they use the Internet.,many young people try hard to get their and other's rights  as use of the Internet spread throughout society.,0.9183969497680664
173,366,Producing flippable USB is not welcomed by companies.,Producing flippable USB is not welcomed by companies.,0.9439772367477416
174,367,Acid rain is extremely dangerous for our forests,exhausts coming out of diesel vehicles are extremely dangerous for our forests,0.9663031101226808
175,368,Jack’s mental state was deteriorated.,Jack’s mental state was deteriorated.,0.8895792961120605
176,370,Sleep deprivation can help our body relax.,having a regular bedtime schedule can help our body relaxation.,0.9277616143226624
177,372,The formation of a horizontal plane of weakness called a cold joint between the two batches,Any interruption in pouring the concrete can give rise to the formation of a horizontal plane of weakness called a cold joint between the two batches,0.9132861495018004
178,373,Customers can browse the menu without feeling rushed by lines,"When customers can browse the menu without feeling rushed by lines,they're likely to order more",0.9375328421592712
179,374,Riding a car under the influence of alcohol or drugs can lead to reckless driving,Riding a car under the influence of alcohol or drugs  could endanger other people or property ,0.963326334953308
180,376,"the exchange of obligations between two or more parties,must be carefully considered","the exchange of sets of obligations between two or more parties,must be carefully considered",0.8844494223594666
181,377,Memory loss is a devastating condition that causes memory loss and negatively affects thinking and behavior.,Oxidative stress  is a devastating condition that causes memory loss and negatively affects thinking and behavior.,0.9608575105667114
182,379,high levels of caffeine increases stress levels,consuming too much coffee increases stress levels,0.9265342354774476
183,380,Music Lowers Stress and Improves Health.,"Decrease in levels of cortisol in your body, Lowers Stress and Improves Health.",1.0
184,381,small firms provide better customer service than bigger companies,small firms provide better customer service than bigger companies,0.9375959634780884
185,382,Cooking chemically alters the internal temperature of food.,Cooking chemically alters food’s nature.,0.912249743938446
186,383,Depression can lead to depression,Common effects of divorce in children can lead to depression,0.9361777901649476
187,384,increased pressure in your body reduces your electricity bill,Foliage from tress reduces your electricity bill,0.9232826828956604
188,386,Vitamin D increases the efficiency of calcium and phosphorus.,Vitamin D increases the efficiency of mineralized the bones in the body.,0.9616803526878356
189,393,people who are lonely aren’t capable of making healthy relationships,narcissists aren’t capable of making healthy relationships,0.8868250250816345
190,394,you tend to overeat when you eat junk food,your brain sends you messages to eat more when you eat junk food,0.9065809845924376
191,395,An organ which identify male and female parts in Orchids flowers is called the orchid organ.,An organ which identify male and female parts in Orchids flowers is the most important quality that identifies the orchid family.,0.9533464312553406
192,397,Creativity will be vital to global economy,"AI, AR, VR, and blockchain will be vital to global economy",0.9283551573753356
193,398,The unevenness of the floor exceeds the risk of slipping.,Mopping floor exceeds the risk of slipping.,0.9477151036262512
194,399,Peter Alexeyevich became the leader of the Soviet Union.,Peter Alexeyevich led to the ultural upsurge in the territory.,0.9423916339874268
195,400,people with hyperopia usually have blurry vision,people with hyperopia usually have blurry vision,0.8943660855293274
196,402,Excess sodium intake also has links to acid reflux.,"Excess sodium intake also has links to an excessive buildup of fluid in the circulatory system, body tissues, or cavities in the body.",0.9674001336097716
197,405,Tourism boosts our economy and enriches our businesses.,Providing jobs where they're needed most  boosts our economy and enriches our businesses.,0.9881131649017334
198,406,No conclusionitating chemical present in the sprayed venom of some ant species and in the secretion released from some stinging nettles as a food preservative.,"Humans use an No conclusionitating chemical present in the sprayed venom of some ant species and in the secretion released from some stinging nettles as a food preservative, since it's an antibacterial substance.",0.9370878338813782
199,407,Pruning fruit trees increases sunlight penetration.,Pruning fruit trees is required to maintain the quality of fruit.,0.9643781781196594
200,408,Plastic pure clay are made of porous pure clay.,Roman Pottery were made of porous pure clay.,0.8957300186157227
201,410,china and thailand have close partnerships,china and thailand have close partnerships,0.9567298889160156
202,412,Destroying historic sites saves many historical sites from destruction,Tourism is the factor that has saved many historical sites from destruction,0.902705192565918
203,413,large amounts of fortified foods contain vitamin D.,large amounts of fortified foods can weaken the bones and damage the kidneys and the heart.,0.9013301730155944
204,414,the gravitational pull as a renewable resource for tidal energy,engineers use gravitational pull as a renewable resource for tidal energy,0.8842070698738098
205,415,Pomegranate juice is an excellent defender against oxidative damage.,Pomegranate juice is an excellent defender against oxidative damage.,0.9229840040206908
206,420,Creative economy should be one of the focuses in EU's global strategy,Creative economy should be one of the focuses in EU's global strategy,0.8577946424484253
207,421,People low in openness tend to get bored.,People low in openness are usually neat freaks.,0.9543319344520568
208,425,Touching another person brings about feelings of warmth.,Touching another person is reserved for people who know each other very well.,0.9374957084655762
209,428,Peace of mind for you and your loved ones,Financial planning can provide peace of mind for you and your loved ones,0.922488272190094
210,430,Women who have had abortions can suffer from great stress,Women who have had abortions could suffer from great stress,0.8773751258850098
211,433,Cleisthenes’ principal was the leader of the Communist Party of Greece.,Cleisthenes’ principal weakened the family and clan structures in Athens.,0.9344829320907592
212,437,"In the U.S.A, the top status occupations are lawyers, professors and clegry.","In the U.S.A, the top status occupations are lawyers, professors and clegry.",0.8741469979286194
213,439,this grade of wool has higher processing costs,this grade of wool enables us to lower the sales price,0.9479408860206604
214,441,River banks’ territories have rich mineral and fresh water stream.,River banks’ territories are perfect for cultivating.,0.9149417877197266
215,442,defensive pessimists use their negative expectations to their advantage,defensive pessimists use their negative expectations to you feel prepared and be more in control over outcomes,0.9515722393989564
216,444,Mud and cow dung been suggested that the manure residue from biogas production could be recycled into recycled fibers.,Mud and cow dung been suggested that the manure residue from biogas production could be used instead of sawdust to make furniture and floors in homes.,0.9637977480888368
217,445,Carnosic acid possesses antioxidative and antimicrobial properties.,Rosemary contains an ingredient that possesses antioxidative and antimicrobial properties. ,1.0
218,446,Consuming the Mediterranean diet contains a lot of carbohydrates,Consuming the Mediterranean diet helps keep your blood sugar levels even,0.912743091583252
219,448,Individuals convicted of reckless driving will face higher taxes,Individuals convicted of reckless driving will face higher tax rates,0.9674797654151917
220,452,Release Caffeine is to block an inhibitory neurotransmitter,What green tea does in the brain is to block an inhibitory neurotransmitter,0.9278801679611206
221,453,Sleep deprivation prevents us from falling asleep.,Getting worked up with anxiety or envy from what we see on social media prevents us from falling asleep.,0.9158125519752502
222,455,operators provide scheduled services for Passenger transport,operators provide scheduled services for Passenger transport,0.9485571384429932
223,456,Less conflict can result in less anxious children,Arranged marriages can result in less anxious children,0.8982250094413757
224,457,Early learning happens in preschool,For many children the foundation of learning happens in preschool,0.8904142379760742
225,458,Nowruz is a part of the ancient order.,Nowruz keep our integrity as a people.,0.9324809908866882
226,462,Shy children might benefit from eye contact,Shy children might benefit from online chatting,0.9337171316146852
227,465,Damage to crops can lead to crops destruction.,Indoor vertical farms are less likely to crops destruction.,0.9167487025260924
228,467,the company risks the lives of sea animals by throwing its chemical waste in it,the company risks the lives of sea animals by throwing its chemical waste in it,0.9192444682121276
229,468,Job satisfaction is what they are doing for a living,People with extravert love what they are doing for a living,0.901771605014801
230,469,Electrical cords annihilated the risk of electrifying in the area.,The technician annihilated the risk of electrifying in the area.,0.9517037272453308
231,472,Developing new products requires a lot of investment,Small businesses can sometimes find it difficult to develop new products,0.9382604956626892
232,473,Different airport restaurants serve different types of cuisine,"Apart from major fast food chains, some airport restaurants provide the opportunity to sample local food or culture without leaving the airport",0.9039093255996704
233,475,people with bipolar disorder tend  to intense anxiety and No conclusionitability.,people with bipolar disorder  tend  to intense anxiety and No conclusionitability.,0.8759428262710571
234,477,Deep sleep seems to help you relax,Deep sleep seems to contribute to a better health,0.944295048713684
235,478,Scent glands have unpleasant smell which is usually described as foul.,Some earwigs release a liquid which has unpleasant smell which is usually described as foul.,0.9235867857933044
236,479,Inflammation is one of the factors of the amount of blood clot.,level of phosphate in the body is one of the factors of the amount of blood clot.,0.9049001336097716
