,index,Premise 1,Conclusion,Premise 1_f1
17,28,"horses, mules, oxen, water buffalo, camels, llamas, alpacas, donkeys, and dogs have for centuries been working animals","horses, mules, oxen, water buffalo, camels, llamas, alpacas, donkeys, and dogs have for centuries been used to help cultivate fields, harvest crops, wrangle other animals, and transport farm products to buyers",0.9595681428909302
18,29,The repetitive pursing lips when inhaling and squinting your eyes to keep out smoke can contribute to wrinkles.,"The repetitive pursing lips when inhaling and squinting your eyes to keep out smoke, when smoking can contribute to wrinkles.",0.9385084509849548
19,30,Early Egyptians’ writing system used Hieroglyphic scripting.,Early Egyptians’ writing system is currently out-dated.,0.9540475010871888
20,33,Soldiers excavated ground to a certain depth.,Soldiers minimized the projectile impact of enemy’s artillery.,0.9147345423698424
21,35,MC1R is the gene responsible for determining hair color.,"If the gene responsible for determining hair color is active, it produces eumelanin and a person will have darker skin and hair.",1.0000001192092896
22,36,During the first few weeks after someone contracts HIV the immune system begins to develop an infection.,"During the first few weeks after someone contracts HIV the virus reproduces rapidly, the person’s immune system responds by producing HIV antibodies.",0.9339392185211182
23,37," atherosclerosis is a disease characterized by fatty, artery-clogging deposits.","Consuming too much sugar especially from sugar-sweetened drinks has been kinked to a disease characterized by fatty, artery-clogging deposits.",0.9762821197509766
24,40,Your thoughts creates your behavior.,Your thoughts creates your behavior.,0.964375913143158
25,41,This lamp is too expensive for me,I won't buy this lamp,0.9448534846305848
26,44,"Robins are all birds, including flying and flightless.",Robins have feathers.,0.8685442209243774
27,47,Farmers grow a wide range of crops by making it needless of importing.,Farmers help the economic.,0.9069581627845764
28,53,Anxiety and Depression are the main causes of mental illness,Most U.S. Teens See mental illness as a Major Problem Among Their Peers,0.9412881135940552
29,61,Focusing on work is a way to take care of oneself,Focusing on work is closely interwoven with not being concerned with the welfare of the society ,0.9480211734771729
30,62,Smoking narrows the tiny blood vessels in the outermost layers of skin.,Smoking decreases blood flow and makes skin paler.,0.9999999403953552
31,63,Vitamin C found in lemons may help prevent acne.,Vitamin C found in lemons may help you look younger,0.9709601402282716
32,65,massage increases the blow flow,massage decreases the risks of venous disorders,0.9341735243797302
33,67,Vinegar inhibits food from spoiling,Vinegar inhibits food from spoiling,0.9429125189781188
34,70,Michelangelo is Considered by some the greatest artist of all time,the Italian Renaissance painter Michelangelo is Considered by some the greatest artist of all time,0.920514702796936
35,71,Unprovoked attacks are when the person is alive when bitten.,The International Shark Attack File describes shark attacks as the person is alive when bitten.,0.9712631702423096
36,72,Joint attention is a phenomenon which in babies can see an adult following their gaze and try to draw the adult’s attention to something that interests them by looking very quickly at the object of interest.,Babies can see an adult following their gaze and try to draw the adult’s attention to something that interests them by looking very quickly at the object of interest until both are engaging.,0.9400309324264526
37,78,Your child is more likely to make logical decisions when he is aware of his surroundings,Your child is more likely to make logical decisions when you develop a sense of trust in him,0.9295178651809692
38,82,small businesses need to have a small budget,There is no kind of marketing service in the world that would be suitable for small businesses,0.920110046863556
39,85,sharing visual lessons can help students to learn better class materials.,students can use iPads to learn better class materials.,0.9462687373161316
40,86,Tourists prefer to book online,Tourists prefer  a quick and easy booking,0.9239825010299684
41,90,my house has thin walls,my neighbors can hear every single word of what I say,0.9999996423721312
42,92,Increased activity helps the brain to stay active. ,The smart use of Smartphone  helps the brain to stay active.,0.9596717357635498
43,93,Growing means not being intelligent.,If you’re not changing you’re not being intelligent,0.9085147380828856
44,94,Hair growth comes to a complete stop and the hairs begin to fall out is known as telogen.,Telogen period affects about 15% of all hairs at a time.,0.9154359102249146
45,98,The establishment of a parliament in Iran led to the issuance of the Constitutional Revolution of Iran.,Sheikh Fazlollah contributed to the establishment of a parliament in Iran.,0.945155143737793
46,99,Circadian rhythms that go into sleep during the day when the body feels more alert as well as the times of day the body wants sleep.,It’s important to understand during the day when the body feels more alert as well as the times of day the body wants sleep.,0.952542245388031
47,105,high temperatures are associated with early melting of snow,high temperatures result in greater flood risks,0.9526804685592652
48,106,Babysitters spend most of their time with their children,Babysitters must consider quitting smoking,0.9338866472244264
49,107,Low energy building designs have a small surface to capacity ratio to cut down on heat waste,sprawling multi-winged building designs are often avoided in favor of more centralized structures in low energy building designs,0.9548488855361938
50,109,Floods can cause massive destruction to villages located on the downstream.,Perforated dams prevent massive destruction to villages located on the downstream.,0.9829992651939392
51,110,workers with long working hours tend to have depression.,workers with long working hours tend to have eating disorders,0.9540210366249084
52,111,There will be a decrease in the number of bookings if there’s a shortage of hot water inside the rooms,There will be a decrease in the number of bookings if there’s a shortage of hot water inside the rooms,0.931467831134796
53,113,Flexural loads cause the presence of cracks.,Flexural loads decrease the beam stiffness.,0.9561912417411804
54,114,people who smoke don't have a proper undeC51rstanding of flavoring.,people who smoke can't enjoy the taste of foods anymore.,0.8570284247398376
55,117,"my friend and I are going to see a musical play named ""Rent""","my friend and I are going to see a musical play named ""Rent""",0.9144140481948853
56,118,Feeling well-being skyrockets your productivity,Interacting with other skyrockets your productivity,0.9437857270240784
57,120,populist waves often rise when security levels are low,populist waves often rise when security levels are low,0.939608097076416
58,125,Vegetables and fruits are nutritious foods.,Vegetables and fruits play a massive role in well-functioning of our Digesting system.,0.9531373381614684
59,128,Climate change has caused the global warming that all over the world are faced to.,Fossil fuels and anthropogenic activity actually has fundamentally caused the global warming that all over the world are faced to.,0.9683574438095092
60,129,The water behind the dams carries electricity.,The water behind the dams generate electricity.,0.9526445269584656
61,131,All animals are classified in a same category.,Humans and chimpanzees are classified in a same category.,0.912747085094452
62,136,Ginger has been shown to enhance in brain function.,Direct enhance in brain function may protect against alzheimer's disease.,0.9375613927841188
63,137,Mount Tomuraushi is the second largest island in Japan.,Mount Tomuraushi is in japan.,0.9105488061904908
64,140,Researches show that group work can effectively enhance learning for students.,Critical thinking can effectively enhance learning for students.,0.9206797480583192
65,145,Pesticides are known to be resistant to pesticides,Pesticides warrant the development of a new pesticide,0.9260337948799132
66,146,Appropriately designed facilities can contribute to a very convenient living arrangement,"Unlike houses, apartment complexes can contribute to a very convenient living arrangement",0.951133668422699
67,149,Living in a small house is difficult due to poverty,Many marriages break up due to poverty,0.9023783206939696
68,151,Bear is the animal which look like the father of the forest.,He wanted to choose bear as Smokey symbol.,0.9560601711273192
69,152,Pneumonia  is inflammation of lungs,"Pneumonia  develops cough with phlegm or pus, fever, chills, and difficulty breathing",0.9063270688056946
70,155,"The largest part of the brain that accumulates these memories, placing each one in its proper place, is the hippocampus.","The largest part of the brain that accumulates these memories, placing each one in its proper place, allows you to recall everything from typing on your keyboard to your first-grade music recital.",0.9841135144233704
71,157,"When water is heated, the molecules circulate quickly.",heating the water can lead to boiling,0.8819169998168945
72,159,"Vitamin A is found in yellow, red and green (leafy) vegetables.","yellow, red and green (leafy) vegetables will cause bad effects on your body.",0.9465939998626708
73,163,An unbiased manner of writing generates trust amongst the newspaper readers.,Newspaper writers are supposed to generate trust amongst the newspaper readers.,0.9643816351890564
74,164,Paticipate in small classes.,Jhon prefer to paticipate in small classes.,0.8636944890022278
75,166,The properties of gold have led to its widespread use in the making of jewellery and art.,The pure form of gold have led to its widespread use in the making of jewellery and art.,0.9334676265716552
76,168,High levels of mercury are linked to brain developmental problems,Some fish are linked to brain developmental problems,1.0000001192092896
77,170,you have more information in  your brain,you are better-equipped  to tackle any challenge you’ll ever face if you read,0.8645596504211426
78,171,economic progress will be a source of competitive advantage,Tourism will be a source of competitive advantage,0.918744683265686
79,172,there is a high chance of Reza getting mugged,there is a high chance of Reza getting mugged tonight,0.9168418645858764
80,175,The establishment of a family is the work of the government.,It is the duty of the government to provide the necessary facilities for the attainment of establishment of a family. ,0.8874431848526001
81,176,loss of profit pose serious dangers to the company,the implications of the proposed changes pose serious dangers to the company,0.9455386996269226
82,177,Smoking increases the risk of smoking.,Smoking increases the risk of peripheral artery disease.,0.8789029717445374
83,179,"chicken has several functions, such as pantothenic acid.",chicken can help releasing energy from food.,0.94194233417511
84,180, rigid education system could not prepare its young generation to be successful,Tanzania education system could not prepare its young generation to be successful,0.9374000430107116
85,181,Yellow crazy ants's nest releases so much formic acid into the air.,Breathing around Yellow crazy ants's nest is so much painful and difficult.,0.9696127772331238
86,183,People living in poverty don't get enough nutrients,People living in poverty are likely to get sick more often,0.9418995380401612
87,184,An answer to questions can help customers to choose better.,"In a conventional retail store, clerks are generally available to help customers to choose better.",0.9198696613311768
88,185,An obligation for children to work is an obligation for them to work.,prevalence of AIDS throughout many developing countries has resulted an obligation for children to work,0.8885881900787354
89,187,technology has brought many great developments in culture.,technology has brought many great developments in culture.,0.9844745397567748
90,189,Soft tempered copper is a reliable material,Soft tempered copper offers far little resistance,0.9394233822822572
91,190,IBM employees should spend four years in the fields of engineering or law., IBM employees should spend four years to complete a professional degree.,0.9286583065986632
92,192,Dark chocolate is rich in antioxidants.,Dark chocolate helps protecting your cells against free radicals.,0.967166006565094
93,196,An advanced tolerance to alcohol means that an individual is able to consume more alcohol,Alcoholism means that an individual is able to consume more alcohol,0.9259487986564636
94,198,Overpopulation can gradually destroy the environmental resources.,Tourism can gradually destroy the environmental resources.,0.9481579065322876
95,200,The wind energy power determines the heat and pressure in weather patterns.,The wind energy power is from sun's energy which warms the surface by sunshine.,0.948808252811432
96,203,county governments are elected by the local government,Chicago is the seat of local government in cook county,0.9091947674751282
97,208,due to sea ices we are in a critical situation in Antarctica.,penguin colonies lives are in a critical situation in Antarctica.,0.9169451594352722
98,209,The close proximity of apartment life can help to develop Group spirit,The close proximity of apartment life is associated with creating life long connections,0.9178909063339232
99,210,It is easier to perfect your product if you have more information about what the customer want,It is easier to perfect your product if you research the market,0.962251842021942
100,211,Floods can bring about a lot of floods,Hurricanes can bring about a lot of floods,0.945924997329712
101,213,Most women suffer from severe emotional distress after an abortion,Most women suffer from long-term depression after an abortion,0.95427805185318
102,214,Being alone contributes to intense feelings of loneliness. ,Borderline Personality Disorder often  contributes to intense No conclusionnoia,0.955010712146759
103,218,Rose-Breasted Grosbeak is a timid bird.,"If you want to attrack Rose-Breasted Grosbeak to your yard, you should consider posting several feeders in order to alleviate congestion and encourage it to come in for seed.",0.9733306169509888
104,226,Whole eggs are very nutrient-dense.,Whole eggs arerich in nutrients relative to their calorie content. ,0.937760055065155
105,229,The Quit India movement brought an end to the British colonial rule in India.,Mahatma Gandhi brought an end to the British colonial rule in India.,0.959251880645752
106,231,Low levels of nitric oxide are associated with lower blood pressure,Research shows that sunlight is associated with lower blood pressure,0.9628822803497314
107,232,Physical activity helps prevent excess weight gain or help maintain weight loss.,Burning calories helps prevent excess weight gain or help maintain weight loss.,0.9856911301612854
108,233,the areas of weakness are different from those of the surrounding rock beds,Sea caves are made because certain rock beds areas of weakness are different from those of the surrounding rock beds,0.8796173930168152
109,236,Learning a new language improves your chances of getting a job.,Learning a new language improves the quality of life.,0.9510077834129332
110,237,Sunlight is strongest in the morning and evening.,Avoid the sun between 10 a.m. and 4 p.m.,0.9127950072288512
111,239,Keeping the essential files accessible ease the accessibility,Hard drives ease the accessibility,0.9323084950447084
112,241,Solving micro cracks provides reliable assessment in regard with locating micro cracks on materials.,Image processing provides reliable assessment in regard with locating micro cracks on materials.,0.9611193537712096
113,245,"You tend to be most productive, when you're happy","You tend to be most productive, when working in a job that fits your personality",0.971867561340332
114,247,Night time experiences allow people to visit the zoo after dark with more growth in the future.,Rainforest lumina is an attraction with more growth in the future.,0.8893281817436218
115,248,large-volume melting is brought about by large-scale melting,mantle plumes are hypothesized to bring about large-volume melting,0.8793244361877441
116,252,"People who go on a diet can meet their vitamin D needs from fortified foods like orange juice, soy milk and cereals.",People who go on a diet can meet their vitamin D needs from fortified foods.,0.8851870894432068
117,254,It is possible that I have type 1 diabetes,It is possible that I have type 1 diabetes,0.8590988516807556
118,256,Ebooks save trees from destruction.,Ebooks minimize damage to the ecosystems.,0.9813443422317504
119,260,The corrosive agent killed the commissioner instantly.,Joker killed the commissioner instantly.,0.9066648483276368
120,261,Social media is a natural place that attracts new and highly targeted potential customers.,Social media is a natural place that helps to increase brand awareness.,0.9765470623970032
121,262,Factories manufacturing chemicals manufacture chemicals,"Factories manufacturing chemicals may have most of their equipment – tanks, pressure vessels, chemical reactors, pumps and piping – outdoors and operated from control rooms",0.9061830043792723
122,263,All of us have to be seen by ourselves and others as capable and competent and and we will actually sacrifice or trade off other needs to meet that need.,Procrastination is rooted in that all of us have to be seen by ourselves and others as capable and competent and and we will actually sacrifice or trade off other needs to meet that need.,0.9777178168296814
123,264,Wind creates the Stigma on the flowers.,Wind plays the role in reproduction of flowers.,0.886661171913147
124,269,Resistance to insulin causes blood sugar levels to rise and strongly increases your risk of diabetes.,Prolong high-sugar consumption causes blood sugar levels to rise and strongly increases your risk of diabetes.,0.9881969094276428
125,270, ozone at ground level is one of the main pollutans.,"The reaction of sunlight with pollutants from vehicle emissions, is one of the main pollutans.",0.9673349261283876
126,273,"with the rise of connectivity, there are more jobs available for writers and designers","with the rise of connectivity, there are more jobs available for writers and designers",0.880387544631958
127,275,Getting to hepatitis is a sign that liver is not operating normally.,"When a person's skin become yellow, it is a sign that getting to hepatitis.",0.9321296215057372
128,280,Different settlement patterns are unique case of study.,The Natufians are unique case of study.,0.9168795943260192
129,281,"When a country decides whether a fiat currency or a gold-backed currency are legal, it determines whether the form of currency it may have","At the most basic level, monetary policy involves whether a fiat currency or a gold-backed currency",0.9042474031448364
130,282,traffic fumes increase when the number of cars is at its maximum,traffic fumes increase during the rush hour,0.9526847004890442
131,287,Chocolate is a great source of fat.,Chocolate lowers the GI of a food.,0.8829355239868164
132,292,I get uncomfortable when people make noises that make me uncomfortable,I get uncomfortable when joe drinks tea,0.9621283411979676
133,293,brussels sprouts contain a large amount of folic acid.,"brussels sprouts reduces the risk of central neural tube defects, such as spina bifida, in unborn babies.",0.9778546690940856
134,294,"Architectural phenomenology focuses on human experience, background, intention and historical reflection, interpretation as well as poetic and ethical considerations with authors such as Gaston Bachelard","the movement within architecture that began in the 1950s, reaching a wide audience in the late 1970s and 1980s, and continuing until today Architectural phenomenology focuses on human experience, background, intention and historical reflection, interpretation as well as poetic and ethical considerations with authors such as Gaston Bachelard",1.0
135,295,"An inflated sense of their own importance, a deep need for excessive attention and admiration, and a lack of empathy for others troubles one's relation with his surrounding society.",Narcissistic personality disorder troubles one's relation with his surrounding society.,0.8929527401924133
136,296,Blood clots prevent losing a big amount of blood with a small wound,Calcium is needed to prevent losing a big amount of blood with a small wound,0.930413782596588
137,298,online courses help people to become wiser. ,public universities  help people to become wiser.,0.9504819512367249
138,299,poor people don't have enough money to buy a phone.,poor people don't have enough money to buy cell phone.,0.9577152132987976
139,300,Carbon dioxide contributes to air pollution.,Respiration from plants contributes to air pollution.,0.9999998807907104
140,301,Spider-Mask hides his face in order to save his relatives from possible threats conducted by villains.,Peter Parker intends to save his relatives from possible threats conducted by villains.,0.9129048585891724
141,303,doctors probably try to manage shortness of breath.,doctors probably suggest relaxation techniques to manage shortness of breath.,0.9208601713180542
142,304,Economic inequality encourages violence,Economic inequality encourages violence ,0.9489799737930298
143,305,rising food prices hit the poorest,The scarcity of fresh water and the diminution of fertile lands will hit the poorest,0.8940017223358154
144,307,Protecting the environment has significant influences on the future of our children.,serious  eco-friendly steps taken by the government have significant influences on the future of our children.,0.9650313854217528
145,309,When we're not thinking clearly or rationally we may feel less capable of coping,When the fight or flight response is triggered we may feel less capable of coping,0.933233916759491
146,310,The balance between energy entering and leaving the planet’s system is maintained by global climate change.,The balance between energy entering and leaving the planet’s system causes longer periods of drought in some regions.c,0.9716869592666626
147,311,Performance improvement in  academic areas is associated with learning a new language.,"Performance improvement in  academic areas include higher scores on standardized exams in math, reading comprehension and vocabulary.",0.9207759499549866
148,313,eliminating of negative self-talk leads to higher self-esteem.,eliminating of negative self-talk eases anxiety about life and death.,0.948005437850952
149,314,Antioxidants are linked to a reduced risk of cardiovascular disease.,Grapes are loaded with are linked to a reduced risk of cardiovascular disease.,0.9999999403953552
150,316,Daffodils need to insert sunlight in order to produce food.,Daffodils shouldn't be completely shaded by the flowers in order to produce food.,0.9613437652587892
151,318,"Spraying agricultural chemicals control insects, diseases and weeds.","Spraying agricultural chemicals is important for growing high-yielding, quality crops and pasture.",0.9851060509681702
152,320,Changing ocean current can result in changes in the warmness of the water.,changing ocean current can result in killing fishes and ocean plant life.,0.9688377976417542
153,322,Tourism development promotes economic growth,oman economics is growing. ,0.8787246346473694
154,323,the removal of members of the legislative branch provides some measure of seNo conclusion of powers,presidential democracy provides some measure of seNo conclusiontion of powers,0.875527024269104
155,324,the american population is one of the largest populations in the world,the number of fundamentalists has enormously increased in the world,0.9447398781776428
156,327,"In recent decades, the world temperature rises.","In recent decades, mountain glaciers and rivers are going to be disappeared.",0.92204612493515
157,328,Rumi was the prophet of Sufism.,Rumi made a huge impact on Sufism.,0.8753699064254761
158,332,Sodium together with sodium and bicarbonate maintain a sound balance between the positively charged and the negatively charged ions.,Sodium together with sodium and bicarbonate enables the nerve cells to send messages and the muscle cells to contract.,0.9831233620643616
159,333,A green building has less assets,A green building will cost you less money,0.938387095928192
160,336,"Latex is a complex, sticky mixture made of a polymer called Latex.","Latex is a complex, sticky mixture made of a long molecule made of smaller molecules joined together.",0.9666496515274048
161,337,Sunnier climates would be in the list of my ideal holiday destinations,countries located in south america would be in the list of my ideal holiday destinations,0.888185977935791
162,338,One-time projects are not overwhelming,freelance work is not overwhelming,0.9044543504714966
163,342,beras and goats are the main breeds of mountain animals.,beras and goats  have thicker fur and fatter skin compared to others.,0.90290629863739
164,343,"In Europe, the construction industry produces ever-increasing amounts of rubbish","In Europe, governments have to find new locations for landfills because of the construction industry",0.937380850315094
165,345,Noble prize is given to those who have the greatest benefit on mankind.,"Noble prize is given to works which respect and help all people no matter what race, gender or age they have.",0.966549515724182
166,346,Pulver cortex is a part of the brain known as the prefrontal cortex.,Sleep deprivation weakens the ability of emotion processing.,0.8816064596176147
167,349,Patients with No conclusionnoid schizophrenia have illusion thoughts and often so called order halluciations.,"Patients with No conclusionnoid schizophrenia, are more likely than average to commit violent acts.",0.8954131007194519
168,351,"When there is an arranged marriage, then there are fewer cultural conflicts.","When there is an arranged marriage, then there are fewer communicative quarrels in partners.",0.9835351705551147
169,357,global warming is destructive to our naural environment.,Green House Gases are destructive to our naural environment.,0.9311731457710266
170,358,"When children learn to be independent, Forget perfection.","When you have a big family, Forget perfection",0.9165130853652954
171,360,many young people started supporting the regime as use of the Internet spread throughout society.,many young people try hard to get their and other's rights  as use of the Internet spread throughout society.,0.9667531251907348
172,366,High cost is not welcomed by companies.,Producing flippable USB is not welcomed by companies.,0.9752904772758484
173,367,exhausts coming out of diesel vehicles are acid rain,exhausts coming out of diesel vehicles are extremely dangerous for our forests,0.9798617959022522
174,368,Jack had so much work and no fun that he decided to quit.,Jack’s mental state was deteriorated.,0.8838475942611694
175,370,having a regular bedtime schedule can help with sleeping.,having a regular bedtime schedule can help our body relaxation.,0.9661690592765808
176,372,Any interruption in pouring the concrete can give rise to the formation of a horizontal plane of weakness,Any interruption in pouring the concrete can give rise to the formation of a horizontal plane of weakness called a cold joint between the two batches,0.9061839580535888
177,373,"When customers spend more time deciding what to order, they're likely to order more","When customers can browse the menu without feeling rushed by lines,they're likely to order more",0.947692573070526
178,374,Being negligent could endanger other people or property. ,Riding a car under the influence of alcohol or drugs  could endanger other people or property ,0.9334810972213744
179,376,"the exchange of sets of obligations between two or more parties,is called a negotiation","the exchange of sets of obligations between two or more parties,must be carefully considered",0.9382066130638124
180,377,Oxidative stress  can lead to Alzheimer’s disease. ,Oxidative stress  is a devastating condition that causes memory loss and negatively affects thinking and behavior.,0.9291162490844728
181,379,consuming too much coffee can lead to irregular sleep,consuming too much coffee increases stress levels,0.9617574214935304
182,380,Decrease in levels of cortisol in your body can help regulate stress hormones. ,"Decrease in levels of cortisol in your body, Lowers Stress and Improves Health.",0.9322539567947388
183,381,small firms have a large number of customers,small firms provide better customer service than bigger companies,0.946465790271759
184,382,High temperatures chemically alters food’s nature.,Cooking chemically alters food’s nature.,0.9387845396995544
185,383,Common effects of divorce in children are guilt and shame,Common effects of divorce in children can lead to depression,0.9448112845420836
186,384,Foliage from tress reduces heat,Foliage from tress reduces your electricity bill,0.9187002182006836
187,386, mineralized the bones in the body.,Vitamin D increases the efficiency of mineralized the bones in the body.,0.9054352045059204
188,393,narcissists aren’t capable of mutual respect and caring.,narcissists aren’t capable of making healthy relationships,0.935988187789917
189,394,Your brain sends you messages to eat more when you eat less,your brain sends you messages to eat more when you eat junk food,0.937386393547058
190,395,The column is the most important quality that identifies the orchid family.,An organ which identify male and female parts in Orchids flowers is the most important quality that identifies the orchid family.,0.9999998807907104
191,397,"AI, AR, VR, and blockchain are key technologies for creating a more creative and prosperous world","AI, AR, VR, and blockchain will be vital to global economy",0.9287320375442504
192,398,Mopping floor is a natural barrier to wet surfaces.,Mopping floor exceeds the risk of slipping.,0.9479503035545348
193,399,The proclamation of Russia led to the ultural upsurge in the territory.,Peter Alexeyevich led to the ultural upsurge in the territory.,0.9373313188552856
194,400,people with hyperopia usually have difficulty focusing on the objects around them,people with hyperopia usually have blurry vision,0.9682654738426208
195,402,"Flux retention is an excessive buildup of fluid in the circulatory system, body tissues, or cavities in the body.","Excess sodium intake also has links to an excessive buildup of fluid in the circulatory system, body tissues, or cavities in the body.",0.9832659363746644
196,405,Turism provides jobs where they're needed most.,Providing jobs where they're needed most  boosts our economy and enriches our businesses.,0.9828345775604248
197,406,"Humans use an acid called Formic acid as a food preservative, since it's an antibacterial substance.","Humans use an No conclusionitating chemical present in the sprayed venom of some ant species and in the secretion released from some stinging nettles as a food preservative, since it's an antibacterial substance.",0.983117938041687
198,407,Enhanced sunlight penetration and increase air movement are required to maintain the quality of fruit.,Pruning fruit trees is required to maintain the quality of fruit.,0.97310471534729
199,408,Roman Pottery were made of porous pure clay.,Roman Pottery were made of porous pure clay.,0.9050064086914062
200,410,trade objectives are mutually beneficial and involve close partnerships,china and thailand have close partnerships,0.9159322381019592
201,412,Tourism has been associated with the preservation of historic sites,Tourism is the factor that has saved many historical sites from destruction,0.9170640110969543
202,413,Vitamin D can weaken the bones and damage the kidneys and the heart.,large amounts of fortified foods can weaken the bones and damage the kidneys and the heart.,0.9600552320480348
203,414,engineers use gravitational pull as a renewable resource for tidal energy,engineers use gravitational pull as a renewable resource for tidal energy,0.9636853337287904
204,415,Rabbit are excellent defenders against oxidative damage.,Pomegranate juice is an excellent defender against oxidative damage.,0.8738881349563599
205,420,"Despite the difficult years during and post the 2008 financial crisis, the creative economy has been robust, demonstrating resilience and in some instances growth",Creative economy should be one of the focuses in EU's global strategy,0.842107892036438
206,421,People who stick to their habits are usually neat freaks.,People low in openness are usually neat freaks.,0.9224352836608888
207,425,Intimate actions are reserved for people who know each other very well.,Touching another person is reserved for people who know each other very well.,0.9999997615814208
208,428,Financial planning provides you with the proper insurance coverage and policies in place,Financial planning can provide peace of mind for you and your loved ones,0.8947315216064453
209,430,people who are distant from them could suffer from great stress,Women who have had abortions could suffer from great stress,0.9207509160041808
210,433,Democracy weakened the family and clan structures in Athens.,Cleisthenes’ principal weakened the family and clan structures in Athens.,0.9751100540161132
211,437,"In the U.S.A, the top status occupations are lawyers, professors and clegry.","In the U.S.A, the top status occupations are lawyers, professors and clegry.",0.924736738204956
212,439,less processing enables us to lower the sales price,this grade of wool enables us to lower the sales price,0.9999998211860656
213,441,Vegetable soils and fresh water are perfect for cultivating.,River banks’ territories are perfect for cultivating.,0.910697102546692
214,442,taking active steps can help you feel prepared and be more in control over outcomes,defensive pessimists use their negative expectations to you feel prepared and be more in control over outcomes,0.934572696685791
215,444,Fibreboard is a material used to make furniture and floors in homes.,Mud and cow dung been suggested that the manure residue from biogas production could be used instead of sawdust to make furniture and floors in homes.,0.9792823791503906
216,445,Rosemary contains an ingredient that is known as Carnosic acid.,Rosemary contains an ingredient that possesses antioxidative and antimicrobial properties. ,0.9718559384346008
217,446,consuming whole grains helps keep your blood sugar levels even,Consuming the Mediterranean diet helps keep your blood sugar levels even,0.9454944133758544
218,448,Insurances rates are higher when you have a car accident,Individuals convicted of reckless driving will face higher tax rates,0.8649949431419373
219,452,Green tea is a great source of caffeine,What green tea does in the brain is to block an inhibitory neurotransmitter,0.9521178007125854
220,453,Getting worked up with anxiety or envy from what we see on social media puts the brain on high alert.,Getting worked up with anxiety or envy from what we see on social media prevents us from falling asleep.,0.9982011914253236
221,455,Transport is a public transport system,operators provide scheduled services for Passenger transport,0.917896330356598
222,456,Arranged marriages can result in less friction at home.,Arranged marriages can result in less anxious children,0.9699435830116272
223,457,For many children preschool is an arranged environment among other children,For many children the foundation of learning happens in preschool,0.9205803275108336
224,458,We keep our integrity as a people.,Nowruz keep our integrity as a people.,0.9616946578025818
225,462,Internet chatting allows for direct communication,Shy children might benefit from online chatting,0.8882598876953125
226,465,Indoor vertical farms are less likely to have favorable climate.,Indoor vertical farms are less likely to crops destruction.,0.9447845816612244
227,467,the company dumps its chemical waste in the sea,the company risks the lives of sea animals by throwing its chemical waste in it,0.9263014197349548
228,468,People with extravert have a lot of energy.,People with extravert love what they are doing for a living,0.907155454158783
229,469,The technician disconnected the power source.,The technician annihilated the risk of electrifying in the area.,0.9642347097396852
230,472,Small businesses can sometimes find it difficult to raise capital,Small businesses can sometimes find it difficult to develop new products,0.9667060971260072
231,473,locations in transit provide the opportunity to sample local food or culture without leaving the airport,"Apart from major fast food chains, some airport restaurants provide the opportunity to sample local food or culture without leaving the airport",0.9407291412353516
