,index,Premise 2,Conclusion,Premise 2_f1
87,184,"In a conventional retail store, clerks are generally available to help customers understand their situation. ","In a conventional retail store, clerks are generally available to help customers to choose better.",0.9747021198272704
88,185,Prevalence of AIDS throughout many developing countries has resulted an obligation for fathers to care for their children,prevalence of AIDS throughout many developing countries has resulted an obligation for children to work,0.926356315612793
89,187,education is the foundation of culture.,technology has brought many great developments in culture.,0.8984701037406921
90,189,malleable copper offers far little resistance,Soft tempered copper offers far little resistance,0.8824129700660706
91,190,It takes four years to complete a professional degree., IBM employees should spend four years to complete a professional degree.,0.922749161720276
92,192,Antioxidants help protecting your cells against free radicals.,Dark chocolate helps protecting your cells against free radicals.,0.9669133424758912
93,196,Alcoholism boosts our appetite for alcohol,Alcoholism means that an individual is able to consume more alcohol,0.912860095500946
94,198,Tourism puts pressure on endangered species.,Tourism can gradually destroy the environmental resources.,0.978413999080658
95,200,The heat and pressure in the environment warms the surface by sunshine.,The wind energy power is from sun's energy which warms the surface by sunshine.,0.9323896169662476
96,203,Chicago is the second largest city in the country,Chicago is the seat of local government in cook county,0.9166492819786072
97,208,penguin colonies lives in warmer climates.,penguin colonies lives are in a critical situation in Antarctica.,0.9154279232025146
98,209,Creating a sense of community is associated with creating life long connections,The close proximity of apartment life is associated with creating life long connections,0.9368184208869934
99,210,Research the market to identify the consumer demand,It is easier to perfect your product if you research the market,0.881406307220459
100,211,Hurricanes bring about flooding,Hurricanes can bring about a lot of floods,0.9063286781311036
101,213,Long-term depression is associated with feelings of guilt and shame,Most women suffer from long-term depression after an abortion,0.8899294137954712
102,214,Borderline Personality Disorder often causes anxiety and depression.,Borderline Personality Disorder often  contributes to intense No conclusionnoia,0.9296577572822572
103,218,"If you want to attrack Rose-Breasted Grosbeak to your yard, you should consider posting several feeders in order to alleviate congestion and encourage it to come in for seed.","If you want to attrack Rose-Breasted Grosbeak to your yard, you should consider posting several feeders in order to alleviate congestion and encourage it to come in for seed.",0.9548889398574828
104,226,Most nutritious foods arerich in nutrients relative to their calorie content. ,Whole eggs arerich in nutrients relative to their calorie content. ,0.9307317733764648
105,229,Mahatma Gandhi initiated the Indian independence movement.,Mahatma Gandhi brought an end to the British colonial rule in India.,0.941465139389038
106,231,Research shows that sunlight can alter nitric oxide,Research shows that sunlight is associated with lower blood pressure,0.9547613859176636
107,232,Burning calories burns calories.,Burning calories helps prevent excess weight gain or help maintain weight loss.,0.9074530005455016
108,233,Sea caves are made because certain rock beds are different from those of the surrounding rock beds,Sea caves are made because certain rock beds areas of weakness are different from those of the surrounding rock beds,0.952966570854187
109,236,Job satisfaction improves the quality of life.,Learning a new language improves the quality of life.,0.9617664217948914
110,237,Avoid the sun's rays when they are strongest.,Avoid the sun between 10 a.m. and 4 p.m.,0.9610708355903624
111,239,Hard drives store important files.,Hard drives ease the accessibility,0.9477038979530334
112,241,Processing provides precise estimation of image details.,Image processing provides reliable assessment in regard with locating micro cracks on materials.,0.8879538774490356
113,245,"You feel good, when working in a job that fits your personality","You tend to be most productive, when working in a job that fits your personality",0.946391224861145
114,247,Rainforest lumina is an attraction with more growth in the future.,Rainforest lumina is an attraction with more growth in the future.,0.8977462649345398
115,248,mantle plumes are hypothesized to originate from the margins of the central layer and in an inflexible capacity,mantle plumes are hypothesized to bring about large-volume melting,0.9017160534858704
116,252,People who go on a diet can meet their vitamin D needs from fortified foods.,People who go on a diet can meet their vitamin D needs from fortified foods.,0.8978838920593262
117,254,"It is possible that I have weak urination needs, excessive thirst, steady hunger, loss of bodyweight, lesser vision and physical weakness",It is possible that I have type 1 diabetes,0.8889380693435669
118,256,Tree-cutting minimizes damage to the ecosystems.,Ebooks minimize damage to the ecosystems.,0.9604947566986084
119,260,Joker poisoned alchoholic beverage with arsenic.,Joker killed the commissioner instantly.,0.8831698298454285
120,261,Targeted customers helps to increase brand awareness.,Social media is a natural place that helps to increase brand awareness.,0.9481292366981506
121,262,"Plants may have most of their equipment – tanks, pressure vessels, chemical reactors, pumps and piping – outdoors and operated from control rooms","Factories manufacturing chemicals may have most of their equipment – tanks, pressure vessels, chemical reactors, pumps and piping – outdoors and operated from control rooms",0.995010256767273
122,263,Procrastination is rooted in human need.,Procrastination is rooted in that all of us have to be seen by ourselves and others as capable and competent and and we will actually sacrifice or trade off other needs to meet that need.,0.9784387350082396
123,264,Plants that carry flower spores within far distances to land on other flowers’ stigma plays the role in reproduction of flowers.,Wind plays the role in reproduction of flowers.,0.8934009075164795
124,269,Prolong high-sugar consumption leads to insulin resistance.,Prolong high-sugar consumption causes blood sugar levels to rise and strongly increases your risk of diabetes.,0.9863077402114868
125,270,Ozone is the reaction of sunlight with pollutants from vehicle emissions.,"The reaction of sunlight with pollutants from vehicle emissions, is one of the main pollutans.",0.9487181305885316
126,273,there are more jobs available for writers and designers,"with the rise of connectivity, there are more jobs available for writers and designers",0.8987413644790649
127,275,"When a person's skin become yellow, it is a sign that liver is not functioning normally.","When a person's skin become yellow, it is a sign that getting to hepatitis.",0.9969531297683716
128,280,The Natufians have distinctive features in their society.,The Natufians are unique case of study.,0.9268511533737184
129,281,"At the most basic level, monetary policy involves whether a country's currency exists","At the most basic level, monetary policy involves whether a fiat currency or a gold-backed currency",0.9473701119422911
130,282,"during the rush hour, traffic is heavier",traffic fumes increase during the rush hour,0.9366774559020996
131,287,Lecithin lowers the GI of a food.,Chocolate lowers the GI of a food.,0.947511613368988
132,292, joe drinks tea,I get uncomfortable when joe drinks tea,0.9147160053253174
133,293,"Folic acid reduces the risk of central neural tube defects, such as spina bifida, in unborn babies.","brussels sprouts reduces the risk of central neural tube defects, such as spina bifida, in unborn babies.",0.992970883846283
134,294,"the movement within architecture that began in the 1950s, reaching a wide audience in the late 1970s and 1980s, and continuing until today","the movement within architecture that began in the 1950s, reaching a wide audience in the late 1970s and 1980s, and continuing until today Architectural phenomenology focuses on human experience, background, intention and historical reflection, interpretation as well as poetic and ethical considerations with authors such as Gaston Bachelard",0.9713526368141174
135,295,Narcissistic personality disorder forces people to expect too much attention and attention from others.,Narcissistic personality disorder troubles one's relation with his surrounding society.,0.9148467183113098
136,296,Calcium is needed to prevent clotting.,Calcium is needed to prevent losing a big amount of blood with a small wound,0.9204972386360168
137,298,public universities offer highly regarded courses.,public universities  help people to become wiser.,0.9305063486099244
138,299,Buying cell phone requires a lot of technical requirements.,poor people don't have enough money to buy cell phone.,0.953873097896576
139,300,Respiration from plants releases carbon dioxide.,Respiration from plants contributes to air pollution.,0.9604641795158386
140,301,Peter Parker intends to establish his identity among superhoreos.,Peter Parker intends to save his relatives from possible threats conducted by villains.,0.8813239336013794
141,303,doctors probably suggest relaxation techniques to manage emotions.,doctors probably suggest relaxation techniques to manage shortness of breath.,0.9486154317855836
142,304,Economic inequality encourages rivalry,Economic inequality encourages violence ,0.8905307650566101
143,305,The scarcity of fresh water and the diminution of fertile lands will result in the oversupply of nourishment,The scarcity of fresh water and the diminution of fertile lands will hit the poorest,0.9523097276687622
144,307,serious eco-friendly steps taken by the government preserve nature.,serious  eco-friendly steps taken by the government have significant influences on the future of our children.,0.9267176985740662
145,309,"When the fight or flight response is triggered, our brains become illogical",When the fight or flight response is triggered we may feel less capable of coping,0.9332408905029296
146,310,Climate change causes longer periods of drought in some regions.,The balance between energy entering and leaving the planet’s system causes longer periods of drought in some regions.c,0.9853169322013856
147,311,"The advantages of learning a foreign language include higher scores on standardized exams in math, reading comprehension and vocabulary.","Performance improvement in  academic areas include higher scores on standardized exams in math, reading comprehension and vocabulary.",0.9856078028678894
148,313,Having high self-confidence eases anxiety about life and death.,eliminating of negative self-talk eases anxiety about life and death.,0.9781643152236938
149,314,Grapes are loaded with antioxidants.,Grapes are loaded with are linked to a reduced risk of cardiovascular disease.,0.9999998211860656
150,316,"When leaves need to absorb sunlight, they shouldn't be completely shaded by the flowers.",Daffodils shouldn't be completely shaded by the flowers in order to produce food.,0.956646203994751
151,318,"Control insects, diseases and weeds is important for growing high-yielding, quality crops and pasture.","Spraying agricultural chemicals is important for growing high-yielding, quality crops and pasture.",0.9903680086135864
152,320,changes in water temperature can kill fishes and ocean plant life.,changing ocean current can result in killing fishes and ocean plant life.,0.9643973112106324
153,322,Oman is the fastest growing tourism destination in the Middle East.,oman economics is growing. ,0.8787246346473694
154,323,presidential democracy allows the president to sack representatives of the political wing,presidential democracy provides some measure of seNo conclusiontion of powers,0.8954659700393677
155,324,the number of fundamentalists has enormously increased in the world,the number of fundamentalists has enormously increased in the world,0.966908037662506
156,327,"When the years have always been hotter, mountain glaciers and rivers are going to be disappeared.","In recent decades, mountain glaciers and rivers are going to be disappeared.",0.9209556579589844
157,328,Mathnavi-ye-Ma’navi made a huge impact on Sufism.,Rumi made a huge impact on Sufism.,0.9325355887413024
158,332,The sound balance between positively charged ions and negatively charged ions enables the nerve cells to send messages and the muscle cells to contract.,Sodium together with sodium and bicarbonate enables the nerve cells to send messages and the muscle cells to contract.,0.9607651829719543
159,333,Finishing a building will cost you less money,A green building will cost you less money,0.9183530807495116
160,336,Polymers are a long molecule made of smaller molecules joined together.,"Latex is a complex, sticky mixture made of a long molecule made of smaller molecules joined together.",0.9856404662132264
161,337,countries located in south america have mild and warm weather,countries located in south america would be in the list of my ideal holiday destinations,0.9374216794967652
162,338,freelance work is not always done in a day or two,freelance work is not overwhelming,0.9095109105110168
163,342,beras and goats have thicker fur and fatter skin compared to others.,beras and goats  have thicker fur and fatter skin compared to others.,0.9515141248703004
164,343,"In Europe, governments have to find new locations for landfills because of the construction industry","In Europe, governments have to find new locations for landfills because of the construction industry",0.9355481266975404
165,345,"The greatest benefit on mankind is respect and help all people no matter what race, gender or age they have.","Noble prize is given to works which respect and help all people no matter what race, gender or age they have.",0.963076949119568
166,346,Sleep deprivation weakens the ability of the prefrontal cortex.,Sleep deprivation weakens the ability of emotion processing.,0.9662708640098572
167,349,Patients with No conclusionnoid schizophrenia are more likely than average to commit violent acts.,"Patients with No conclusionnoid schizophrenia, are more likely than average to commit violent acts.",0.8969417214393616
168,351,Social differences result in communicative quarrels in partners.,"When there is an arranged marriage, then there are fewer communicative quarrels in partners.",0.9658077955245972
169,357,Green House Gases are green house gases that are caused by global warming.,Green House Gases are destructive to our naural environment.,0.9266937971115112
170,358,"When you have a big family, you tend to be more independent","When you have a big family, Forget perfection",0.9402588605880736
171,360,many young people try hard to get their and other's rights ,many young people try hard to get their and other's rights  as use of the Internet spread throughout society.,0.9486742615699768
172,366,Producing flippable USB requires high expenses.,Producing flippable USB is not welcomed by companies.,0.9815723896026612
173,367,Acid rain is extremely dangerous for our forests,exhausts coming out of diesel vehicles are extremely dangerous for our forests,0.9663029909133912
174,368,Sleep deprivation and lack of entertainment deteriorated Jack’s mental state.,Jack’s mental state was deteriorated.,0.9067721962928772
175,370,Enhanced quality of sleep can help our body relaxation.,having a regular bedtime schedule can help our body relaxation.,0.9392088055610656
176,372,the initial placed material to begin to set before the next batch is added on top can cause the formation of a horizontal plane of weakness called a cold joint between the two batches,Any interruption in pouring the concrete can give rise to the formation of a horizontal plane of weakness called a cold joint between the two batches,0.9340785145759584
177,373,Customers can browse the menu without feeling rushed by lines,"When customers can browse the menu without feeling rushed by lines,they're likely to order more",0.937532901763916
178,374,Riding a car under the influence of alcohol or drugs is considered negligent driving.,Riding a car under the influence of alcohol or drugs  could endanger other people or property ,0.9898214936256408
179,376,A contract must be carefully considered,"the exchange of sets of obligations between two or more parties,must be carefully considered",0.9380012154579164
180,377,Alger’s disease is a devastating condition that causes memory loss and negatively affects thinking and behavior.,Oxidative stress  is a devastating condition that causes memory loss and negatively affects thinking and behavior.,0.980505645275116
181,379,Sleep deprivation increases stress levels,consuming too much coffee increases stress levels,0.9464693665504456
182,380,Listening to music Lowers Stress and Improves Health.,"Decrease in levels of cortisol in your body, Lowers Stress and Improves Health.",0.980190634727478
183,381,smaller firms provide better customer service than bigger companies,small firms provide better customer service than bigger companies,0.9339763522148132
184,382,Cooking exposes food to extreme heat.,Cooking chemically alters food’s nature.,0.9221879243850708
185,383,Feelings of guilt can lead to depression,Common effects of divorce in children can lead to depression,0.9457978010177612
186,384,Tress reduces your electricity bill,Foliage from tress reduces your electricity bill,0.9266077280044556
187,386,Vitamin D increases the efficiency of absorbing calcium and phosphorus from food.,Vitamin D increases the efficiency of mineralized the bones in the body.,0.9787651300430298
188,393,not reciprocity makes healthy relationships impossible,narcissists aren’t capable of making healthy relationships,0.8938549757003784
189,394,you don't get enough nutrients when you eat junk food,your brain sends you messages to eat more when you eat junk food,0.938054859638214
190,395,Orchid organ is an organ which identify male and female parts in Orchids flowers.,An organ which identify male and female parts in Orchids flowers is the most important quality that identifies the orchid family.,0.9687249064445496
191,397,The creative economy will be vital to global economy,"AI, AR, VR, and blockchain will be vital to global economy",0.9328016638755798
192,398,Wet floor exceeds the risk of slipping.,Mopping floor exceeds the risk of slipping.,0.9803704023361206
193,399,Peter Alexeyevich became the leader of Russia.,Peter Alexeyevich led to the ultural upsurge in the territory.,0.9535098671913148
194,400,difficulty focusing on close-up objects can result in blurry vision,people with hyperopia usually have blurry vision,0.930530846118927
195,402,Excess sodium intake also has links to fluid retention.,"Excess sodium intake also has links to an excessive buildup of fluid in the circulatory system, body tissues, or cavities in the body.",1.0
196,405,Tourism boosts our economy and enriches our businesses.,Providing jobs where they're needed most  boosts our economy and enriches our businesses.,0.9881131649017334
197,406,formic acid is an anti-inflammatory chemical present in the sprayed venom of some ant species and in the secretion released from some stinging nettles.,"Humans use an No conclusionitating chemical present in the sprayed venom of some ant species and in the secretion released from some stinging nettles as a food preservative, since it's an antibacterial substance.",0.9802681803703308
198,407,Pruning fruit trees improves sunlight penetration and increased air movement through the tree.,Pruning fruit trees is required to maintain the quality of fruit.,0.9916495084762572
199,408,Plastic pure clay are made of porous pure clay.,Roman Pottery were made of porous pure clay.,0.8957300186157227
200,410,china and thailand share common objectives,china and thailand have close partnerships,0.9697909951210022
201,412,Local pride is the factor that has saved many historical sites from destruction,Tourism is the factor that has saved many historical sites from destruction,0.9472298622131348
202,413,Fortified foods contain a lot of vitamin D.,large amounts of fortified foods can weaken the bones and damage the kidneys and the heart.,0.9150496125221252
203,414,the gravitational pull of ocean waves creates waves.,engineers use gravitational pull as a renewable resource for tidal energy,0.91786390542984
204,415,Pomegranate juice is an excellent defender against oxidative damage.,Pomegranate juice is an excellent defender against oxidative damage.,0.9229840636253356
205,420,Creative economy should be one of the main priorities of the European Union ,Creative economy should be one of the focuses in EU's global strategy,0.8655731081962585
206,421,People low in openness tend to carry on with their daily activities.,People low in openness are usually neat freaks.,0.9569469690322876
207,425,Touching another person initiates feelings of intimacy.,Touching another person is reserved for people who know each other very well.,0.944789469242096
208,428,Financing can provide peace of mind for you and your loved ones,Financial planning can provide peace of mind for you and your loved ones,0.9421213865280152
209,430,Women who have had abortions often experience overwhelming isolation and feelings of loneliness,Women who have had abortions could suffer from great stress,0.8693810105323792
210,433,Cleisthenes’ principal was a member of the Greek Communist Party.,Cleisthenes’ principal weakened the family and clan structures in Athens.,0.9230939149856568
211,437,"Most professions requiring many years of education and training are lawyers, professors and clegry.","In the U.S.A, the top status occupations are lawyers, professors and clegry.",0.9166410565376282
212,439,this grade of wool is less processed,this grade of wool enables us to lower the sales price,0.9579880237579346
213,441,River banks’ territories are rich in mineral and fresh water stream.,River banks’ territories are perfect for cultivating.,0.9111482501029968
214,442,defensive pessimists use their negative expectations to motivate them to achieve their goals.,defensive pessimists use their negative expectations to you feel prepared and be more in control over outcomes,0.969240665435791
215,444,Mud and cow dung been suggested that the manure residue from biogas production could be used instead of sawdust to make fibreboard.,Mud and cow dung been suggested that the manure residue from biogas production could be used instead of sawdust to make furniture and floors in homes.,1.0
216,445,Carnosic acid possesses antioxidative and antimicrobial properties.,Rosemary contains an ingredient that possesses antioxidative and antimicrobial properties. ,1.0000001192092896
217,446,The Mediterranean diet is rich in whole grain carbohydrates,Consuming the Mediterranean diet helps keep your blood sugar levels even,0.9460314512252808
218,448,Individuals convicted of reckless driving will have to pay higher taxes,Individuals convicted of reckless driving will face higher tax rates,0.955749213695526
219,452,Caffeine helps to block an inhibitory neurotransmitter,What green tea does in the brain is to block an inhibitory neurotransmitter,0.9481091499328612
220,453,Staying awake prevents us from falling asleep.,Getting worked up with anxiety or envy from what we see on social media prevents us from falling asleep.,0.9196538925170898
221,455,operators provide scheduled services for public transport,operators provide scheduled services for Passenger transport,0.9552324414253236
222,456,Less conflict in the home can result in less anxious children.,Arranged marriages can result in less anxious children,0.92340087890625
223,457,The foundation of learning happens in a structured setting,For many children the foundation of learning happens in preschool,0.9347284436225892
224,458,Nowruz is a part of the ancient order.,Nowruz keep our integrity as a people.,0.9324809908866882
225,462,Shy children might benefit from not looking into the eyes of strangers,Shy children might benefit from online chatting,0.9308221936225892
226,465,The weather can cause crops destruction. ,Indoor vertical farms are less likely to crops destruction.,0.9251847863197328
227,467,polluting the river risks the lives of sea animals,the company risks the lives of sea animals by throwing its chemical waste in it,0.9475584626197816
228,468,People with extravert love what they are doing for a living,People with extravert love what they are doing for a living,0.90810889005661
229,469,Cutting power cords annihilated the risk of electrifying in the area.,The technician annihilated the risk of electrifying in the area.,0.9574964046478271
230,472,Developing new products requires a lot of cash,Small businesses can sometimes find it difficult to develop new products,0.9411931037902832
